Minute,Hour,NO2,O3,Region,Location
2023-07-18 12:55:00,12PM,0.0,205.75,Tangerang,Panunggangan Utara
2023-07-18 13:00:00,13PM,,,Tangerang,Panunggangan Utara
2023-07-18 13:05:00,13PM,0.0,194.06,Tangerang,Panunggangan Utara
2023-07-18 13:10:00,13PM,,,Tangerang,Panunggangan Utara
2023-07-18 13:15:00,13PM,0.0,188.59,Tangerang,Panunggangan Utara
2023-07-18 13:20:00,13PM,,,Tangerang,Panunggangan Utara
2023-07-18 13:25:00,13PM,0.0,182.55,Tangerang,Panunggangan Utara
2023-07-18 13:30:00,13PM,,,Tangerang,Panunggangan Utara
2023-07-18 13:35:00,13PM,0.0,173.02,Tangerang,Panunggangan Utara
2023-07-18 13:40:00,13PM,,,Tangerang,Panunggangan Utara
2023-07-18 13:45:00,13PM,0.0,167.16,Tangerang,Panunggangan Utara
2023-07-18 13:50:00,13PM,,,Tangerang,Panunggangan Utara
2023-07-18 13:55:00,13PM,0.0,166.35,Tangerang,Panunggangan Utara
2023-07-18 14:00:00,14PM,,,Tangerang,Panunggangan Utara
2023-07-18 14:05:00,14PM,2.73,162.22,Tangerang,Panunggangan Utara
2023-07-18 14:10:00,14PM,,,Tangerang,Panunggangan Utara
2023-07-18 14:15:00,14PM,6.27,163.79,Tangerang,Panunggangan Utara
2023-07-18 14:20:00,14PM,,,Tangerang,Panunggangan Utara
2023-07-18 14:25:00,14PM,7.53,162.29,Tangerang,Panunggangan Utara
2023-07-18 14:30:00,14PM,,,Tangerang,Panunggangan Utara
2023-07-18 14:35:00,14PM,10.33,163.55,Tangerang,Panunggangan Utara
2023-07-18 14:40:00,14PM,,,Tangerang,Panunggangan Utara
2023-07-18 14:45:00,14PM,10.42,158.79,Tangerang,Panunggangan Utara
2023-07-18 14:50:00,14PM,,,Tangerang,Panunggangan Utara
2023-07-18 14:55:00,14PM,11.06,159.17,Tangerang,Panunggangan Utara
2023-07-18 15:00:00,15PM,,,Tangerang,Panunggangan Utara
2023-07-18 15:05:00,15PM,8.27,150.95,Tangerang,Panunggangan Utara
2023-07-18 15:10:00,15PM,,,Tangerang,Panunggangan Utara
2023-07-18 15:15:00,15PM,5.97,142.83,Tangerang,Panunggangan Utara
2023-07-18 15:20:00,15PM,,,Tangerang,Panunggangan Utara
2023-07-18 15:25:00,15PM,3.73,138.78,Tangerang,Panunggangan Utara
2023-07-18 15:30:00,15PM,,,Tangerang,Panunggangan Utara
2023-07-18 15:35:00,15PM,2.69,133.15,Tangerang,Panunggangan Utara
2023-07-18 15:40:00,15PM,,,Tangerang,Panunggangan Utara
2023-07-18 15:45:00,15PM,2.78,128.77,Tangerang,Panunggangan Utara
2023-07-18 15:50:00,15PM,,,Tangerang,Panunggangan Utara
2023-07-18 15:55:00,15PM,2.33,128.16,Tangerang,Panunggangan Utara
2023-07-18 16:00:00,16PM,,,Tangerang,Panunggangan Utara
2023-07-18 16:05:00,16PM,1.69,123.83,Tangerang,Panunggangan Utara
2023-07-18 16:10:00,16PM,,,Tangerang,Panunggangan Utara
2023-07-18 16:15:00,16PM,2.27,122.08,Tangerang,Panunggangan Utara
2023-07-18 16:20:00,16PM,,,Tangerang,Panunggangan Utara
2023-07-18 16:25:00,16PM,2.59,120.66,Tangerang,Panunggangan Utara
2023-07-18 16:30:00,16PM,,,Tangerang,Panunggangan Utara
2023-07-18 16:35:00,16PM,3.76,119.62,Tangerang,Panunggangan Utara
2023-07-18 16:40:00,16PM,,,Tangerang,Panunggangan Utara
2023-07-18 16:45:00,16PM,4.69,118.33,Tangerang,Panunggangan Utara
2023-07-18 16:50:00,16PM,,,Tangerang,Panunggangan Utara
2023-07-18 16:55:00,16PM,5.51,119.54,Tangerang,Panunggangan Utara
2023-07-18 17:00:00,17PM,,,Tangerang,Panunggangan Utara
2023-07-18 17:05:00,17PM,6.55,115.86,Tangerang,Panunggangan Utara
2023-07-18 17:10:00,17PM,,,Tangerang,Panunggangan Utara
2023-07-18 17:15:00,17PM,7.82,104.46,Tangerang,Panunggangan Utara
2023-07-18 17:20:00,17PM,,,Tangerang,Panunggangan Utara
2023-07-18 17:25:00,17PM,7.8,101.18,Tangerang,Panunggangan Utara
2023-07-18 17:30:00,17PM,,,Tangerang,Panunggangan Utara
2023-07-18 17:35:00,17PM,6.73,91.0,Tangerang,Panunggangan Utara
2023-07-18 17:40:00,17PM,,,Tangerang,Panunggangan Utara
2023-07-18 17:45:00,17PM,7.09,81.55,Tangerang,Panunggangan Utara
2023-07-18 17:50:00,17PM,,,Tangerang,Panunggangan Utara
2023-07-18 17:55:00,17PM,7.24,75.87,Tangerang,Panunggangan Utara
2023-07-18 18:00:00,18PM,,,Tangerang,Panunggangan Utara
2023-07-18 18:05:00,18PM,8.22,68.54,Tangerang,Panunggangan Utara
2023-07-18 18:10:00,18PM,,,Tangerang,Panunggangan Utara
2023-07-18 18:15:00,18PM,7.78,63.57,Tangerang,Panunggangan Utara
2023-07-18 18:20:00,18PM,,,Tangerang,Panunggangan Utara
2023-07-18 18:25:00,18PM,8.69,61.63,Tangerang,Panunggangan Utara
2023-07-18 18:30:00,18PM,,,Tangerang,Panunggangan Utara
2023-07-18 18:35:00,18PM,9.24,53.6,Tangerang,Panunggangan Utara
2023-07-18 18:40:00,18PM,,,Tangerang,Panunggangan Utara
2023-07-18 18:45:00,18PM,7.74,46.73,Tangerang,Panunggangan Utara
2023-07-18 18:50:00,18PM,,,Tangerang,Panunggangan Utara
2023-07-18 18:55:00,18PM,7.19,42.82,Tangerang,Panunggangan Utara
2023-07-18 19:00:00,19PM,,,Tangerang,Panunggangan Utara
2023-07-18 19:05:00,19PM,5.16,36.57,Tangerang,Panunggangan Utara
2023-07-18 19:10:00,19PM,,,Tangerang,Panunggangan Utara
2023-07-18 19:15:00,19PM,3.06,30.52,Tangerang,Panunggangan Utara
2023-07-18 19:20:00,19PM,,,Tangerang,Panunggangan Utara
2023-07-18 19:25:00,19PM,2.33,28.64,Tangerang,Panunggangan Utara
2023-07-18 19:30:00,19PM,,,Tangerang,Panunggangan Utara
2023-07-18 19:35:00,19PM,1.08,19.71,Tangerang,Panunggangan Utara
2023-07-18 19:40:00,19PM,,,Tangerang,Panunggangan Utara
2023-07-18 19:45:00,19PM,0.98,12.51,Tangerang,Panunggangan Utara
2023-07-18 19:50:00,19PM,,,Tangerang,Panunggangan Utara
2023-07-18 19:55:00,19PM,0.83,8.94,Tangerang,Panunggangan Utara
2023-07-18 20:00:00,20PM,,,Tangerang,Panunggangan Utara
2023-07-18 20:05:00,20PM,3.9,5.1,Tangerang,Panunggangan Utara
2023-07-18 20:10:00,20PM,,,Tangerang,Panunggangan Utara
2023-07-18 20:15:00,20PM,9.66,1.81,Tangerang,Panunggangan Utara
2023-07-18 20:20:00,20PM,,,Tangerang,Panunggangan Utara
2023-07-18 20:25:00,20PM,11.6,1.64,Tangerang,Panunggangan Utara
2023-07-18 20:30:00,20PM,,,Tangerang,Panunggangan Utara
2023-07-18 20:35:00,20PM,17.84,2.14,Tangerang,Panunggangan Utara
2023-07-18 20:40:00,20PM,,,Tangerang,Panunggangan Utara
2023-07-18 20:45:00,20PM,23.4,1.57,Tangerang,Panunggangan Utara
2023-07-18 20:50:00,20PM,,,Tangerang,Panunggangan Utara
2023-07-18 20:55:00,20PM,26.13,0.86,Tangerang,Panunggangan Utara
2023-07-18 21:00:00,21PM,,,Tangerang,Panunggangan Utara
2023-07-18 21:05:00,21PM,26.25,0.65,Tangerang,Panunggangan Utara
2023-07-18 21:10:00,21PM,,,Tangerang,Panunggangan Utara
2023-07-18 21:15:00,21PM,25.11,0.59,Tangerang,Panunggangan Utara
2023-07-18 21:20:00,21PM,,,Tangerang,Panunggangan Utara
