Minute,Hour,NO2,O3,Region,Location
2023-07-18 13:40:00,13PM,43.33,251.43,South Tangerang,Serpong
2023-07-18 13:45:00,13PM,43.95,248.47,South Tangerang,Serpong
2023-07-18 13:50:00,13PM,45.61,248.54,South Tangerang,Serpong
2023-07-18 13:55:00,13PM,47.6,248.74,South Tangerang,Serpong
2023-07-18 14:00:00,14PM,49.2,248.42,South Tangerang,Serpong
2023-07-18 14:05:00,14PM,51.15,248.85,South Tangerang,Serpong
2023-07-18 14:10:00,14PM,51.66,245.59,South Tangerang,Serpong
2023-07-18 14:15:00,14PM,52.04,242.07,South Tangerang,Serpong
2023-07-18 14:20:00,14PM,51.41,234.77,South Tangerang,Serpong
2023-07-18 14:25:00,14PM,53.17,233.7,South Tangerang,Serpong
2023-07-18 14:30:00,14PM,54.13,230.66,South Tangerang,Serpong
2023-07-18 14:35:00,14PM,54.25,226.19,South Tangerang,Serpong
2023-07-18 14:40:00,14PM,54.69,223.73,South Tangerang,Serpong
2023-07-18 14:45:00,14PM,55.62,222.92,South Tangerang,Serpong
2023-07-18 14:50:00,14PM,55.9,220.2,South Tangerang,Serpong
2023-07-18 14:55:00,14PM,55.59,214.54,South Tangerang,Serpong
2023-07-18 15:00:00,15PM,55.32,208.98,South Tangerang,Serpong
2023-07-18 15:05:00,15PM,54.44,203.82,South Tangerang,Serpong
2023-07-18 15:10:00,15PM,53.84,198.57,South Tangerang,Serpong
2023-07-18 15:15:00,15PM,53.71,194.19,South Tangerang,Serpong
2023-07-18 15:20:00,15PM,54.65,195.22,South Tangerang,Serpong
2023-07-18 15:25:00,15PM,54.21,192.94,South Tangerang,Serpong
2023-07-18 15:30:00,15PM,53.59,190.96,South Tangerang,Serpong
2023-07-18 15:35:00,15PM,53.0,186.36,South Tangerang,Serpong
2023-07-18 15:40:00,15PM,51.98,182.63,South Tangerang,Serpong
2023-07-18 15:45:00,15PM,49.94,175.78,South Tangerang,Serpong
2023-07-18 15:50:00,15PM,47.5,168.98,South Tangerang,Serpong
2023-07-18 15:55:00,15PM,46.74,166.47,South Tangerang,Serpong
2023-07-18 16:00:00,16PM,47.32,166.95,South Tangerang,Serpong
2023-07-18 16:05:00,16PM,49.16,169.13,South Tangerang,Serpong
2023-07-18 16:10:00,16PM,51.11,171.02,South Tangerang,Serpong
2023-07-18 16:15:00,16PM,52.52,173.14,South Tangerang,Serpong
2023-07-18 16:20:00,16PM,53.4,169.84,South Tangerang,Serpong
2023-07-18 16:25:00,16PM,54.59,169.35,South Tangerang,Serpong
2023-07-18 16:30:00,16PM,56.15,169.23,South Tangerang,Serpong
2023-07-18 16:35:00,16PM,57.61,171.61,South Tangerang,Serpong
2023-07-18 16:40:00,16PM,59.49,171.25,South Tangerang,Serpong
2023-07-18 16:45:00,16PM,61.38,171.54,South Tangerang,Serpong
2023-07-18 16:50:00,16PM,63.78,172.81,South Tangerang,Serpong
2023-07-18 16:55:00,16PM,66.34,173.86,South Tangerang,Serpong
2023-07-18 17:00:00,17PM,67.17,170.81,South Tangerang,Serpong
2023-07-18 17:05:00,17PM,66.72,165.33,South Tangerang,Serpong
2023-07-18 17:10:00,17PM,65.87,160.4,South Tangerang,Serpong
2023-07-18 17:15:00,17PM,65.44,153.73,South Tangerang,Serpong
2023-07-18 17:20:00,17PM,65.04,150.27,South Tangerang,Serpong
2023-07-18 17:25:00,17PM,64.88,145.46,South Tangerang,Serpong
2023-07-18 17:30:00,17PM,63.94,139.02,South Tangerang,Serpong
2023-07-18 17:35:00,17PM,62.54,132.1,South Tangerang,Serpong
2023-07-18 17:40:00,17PM,61.36,126.56,South Tangerang,Serpong
2023-07-18 17:45:00,17PM,60.92,121.88,South Tangerang,Serpong
2023-07-18 17:50:00,17PM,60.63,116.16,South Tangerang,Serpong
2023-07-18 17:55:00,17PM,59.59,109.59,South Tangerang,Serpong
2023-07-18 18:00:00,18PM,58.89,104.96,South Tangerang,Serpong
2023-07-18 18:05:00,18PM,58.94,100.72,South Tangerang,Serpong
2023-07-18 18:10:00,18PM,59.08,95.46,South Tangerang,Serpong
2023-07-18 18:15:00,18PM,59.41,90.51,South Tangerang,Serpong
2023-07-18 18:20:00,18PM,59.1,85.42,South Tangerang,Serpong
2023-07-18 18:25:00,18PM,58.81,80.41,South Tangerang,Serpong
2023-07-18 18:30:00,18PM,58.58,76.04,South Tangerang,Serpong
2023-07-18 18:35:00,18PM,58.95,72.71,South Tangerang,Serpong
2023-07-18 18:40:00,18PM,59.26,70.22,South Tangerang,Serpong
2023-07-18 18:45:00,18PM,59.38,68.17,South Tangerang,Serpong
2023-07-18 18:50:00,18PM,58.98,66.07,South Tangerang,Serpong
2023-07-18 18:55:00,18PM,58.34,63.53,South Tangerang,Serpong
2023-07-18 19:00:00,19PM,57.72,60.46,South Tangerang,Serpong
2023-07-18 19:05:00,19PM,56.92,57.57,South Tangerang,Serpong
2023-07-18 19:10:00,19PM,55.7,55.0,South Tangerang,Serpong
2023-07-18 19:15:00,19PM,54.28,52.85,South Tangerang,Serpong
2023-07-18 19:20:00,19PM,53.41,51.11,South Tangerang,Serpong
2023-07-18 19:25:00,19PM,52.62,50.14,South Tangerang,Serpong
2023-07-18 19:30:00,19PM,51.76,49.44,South Tangerang,Serpong
2023-07-18 19:35:00,19PM,51.43,49.09,South Tangerang,Serpong
2023-07-18 19:40:00,19PM,51.27,48.12,South Tangerang,Serpong
2023-07-18 19:45:00,19PM,51.39,47.17,South Tangerang,Serpong
2023-07-18 19:50:00,19PM,51.83,46.33,South Tangerang,Serpong
2023-07-18 19:55:00,19PM,52.24,45.35,South Tangerang,Serpong
2023-07-18 20:00:00,20PM,52.43,45.16,South Tangerang,Serpong
2023-07-18 20:05:00,20PM,52.75,45.75,South Tangerang,Serpong
2023-07-18 20:10:00,20PM,53.34,47.64,South Tangerang,Serpong
2023-07-18 20:15:00,20PM,53.6,49.59,South Tangerang,Serpong
2023-07-18 20:20:00,20PM,54.07,51.13,South Tangerang,Serpong
2023-07-18 20:25:00,20PM,54.21,51.59,South Tangerang,Serpong
2023-07-18 20:30:00,20PM,54.68,51.96,South Tangerang,Serpong
2023-07-18 20:35:00,20PM,54.64,51.99,South Tangerang,Serpong
2023-07-18 20:40:00,20PM,54.28,50.92,South Tangerang,Serpong
2023-07-18 20:45:00,20PM,53.82,50.05,South Tangerang,Serpong
2023-07-18 20:50:00,20PM,53.24,48.93,South Tangerang,Serpong
2023-07-18 20:55:00,20PM,52.78,47.82,South Tangerang,Serpong
2023-07-18 21:00:00,21PM,52.61,45.85,South Tangerang,Serpong
2023-07-18 21:05:00,21PM,52.47,44.01,South Tangerang,Serpong
2023-07-18 21:10:00,21PM,52.29,41.13,South Tangerang,Serpong
2023-07-18 21:15:00,21PM,52.5,37.76,South Tangerang,Serpong
2023-07-18 21:20:00,21PM,52.9,33.11,South Tangerang,Serpong
2023-07-18 21:25:00,21PM,53.68,28.74,South Tangerang,Serpong
2023-07-18 21:30:00,21PM,54.91,24.16,South Tangerang,Serpong
2023-07-18 21:35:00,21PM,56.46,19.83,South Tangerang,Serpong
2023-07-18 21:40:00,21PM,58.29,16.76,South Tangerang,Serpong
2023-07-18 21:45:00,21PM,59.79,13.75,South Tangerang,Serpong
2023-07-18 21:50:00,21PM,61.33,11.06,South Tangerang,Serpong
2023-07-18 21:55:00,21PM,62.94,8.5,South Tangerang,Serpong
2023-07-18 22:00:00,22PM,64.61,6.26,South Tangerang,Serpong
2023-07-18 22:05:00,22PM,65.88,3.83,South Tangerang,Serpong
2023-07-18 22:10:00,22PM,67.25,1.77,South Tangerang,Serpong
2023-07-18 22:15:00,22PM,68.36,0.18,South Tangerang,Serpong
2023-07-18 22:20:00,22PM,69.43,0.0,South Tangerang,Serpong
2023-07-18 22:25:00,22PM,70.31,0.0,South Tangerang,Serpong
2023-07-18 22:30:00,22PM,70.76,0.0,South Tangerang,Serpong
2023-07-18 22:35:00,22PM,70.75,0.0,South Tangerang,Serpong
2023-07-18 22:40:00,22PM,70.47,0.0,South Tangerang,Serpong
2023-07-18 22:45:00,22PM,70.45,0.0,South Tangerang,Serpong
2023-07-18 22:50:00,22PM,70.51,0.0,South Tangerang,Serpong
2023-07-18 22:55:00,22PM,70.35,0.0,South Tangerang,Serpong
2023-07-18 23:00:00,23PM,70.07,0.0,South Tangerang,Serpong
2023-07-18 23:05:00,23PM,69.85,0.0,South Tangerang,Serpong
2023-07-18 23:10:00,23PM,69.6,0.0,South Tangerang,Serpong
2023-07-18 23:15:00,23PM,69.4,0.0,South Tangerang,Serpong
2023-07-18 23:20:00,23PM,68.94,0.0,South Tangerang,Serpong
2023-07-18 23:25:00,23PM,68.45,0.0,South Tangerang,Serpong
2023-07-18 23:30:00,23PM,67.75,0.0,South Tangerang,Serpong
2023-07-18 23:35:00,23PM,67.24,0.0,South Tangerang,Serpong
2023-07-18 23:40:00,23PM,66.71,0.0,South Tangerang,Serpong
2023-07-18 23:45:00,23PM,66.19,0.09,South Tangerang,Serpong
2023-07-18 23:50:00,23PM,65.54,0.09,South Tangerang,Serpong
2023-07-18 23:55:00,23PM,64.88,0.49,South Tangerang,Serpong
2023-07-19 00:00:00,0AM,63.88,0.56,South Tangerang,Serpong
2023-07-19 00:05:00,0AM,63.06,0.56,South Tangerang,Serpong
2023-07-19 00:10:00,0AM,62.11,0.63,South Tangerang,Serpong
2023-07-19 00:15:00,0AM,61.05,0.98,South Tangerang,Serpong
2023-07-19 00:20:00,0AM,60.12,1.26,South Tangerang,Serpong
2023-07-19 00:25:00,0AM,59.29,1.92,South Tangerang,Serpong
2023-07-19 00:30:00,0AM,58.33,1.96,South Tangerang,Serpong
2023-07-19 00:35:00,0AM,57.48,2.66,South Tangerang,Serpong
2023-07-19 00:40:00,0AM,56.7,3.3,South Tangerang,Serpong
2023-07-19 00:45:00,0AM,55.88,4.02,South Tangerang,Serpong
2023-07-19 00:50:00,0AM,54.87,4.59,South Tangerang,Serpong
2023-07-19 00:55:00,0AM,53.9,4.85,South Tangerang,Serpong
2023-07-19 01:00:00,1AM,53.15,4.78,South Tangerang,Serpong
2023-07-19 01:05:00,1AM,52.33,5.38,South Tangerang,Serpong
2023-07-19 01:10:00,1AM,51.59,5.75,South Tangerang,Serpong
2023-07-19 01:15:00,1AM,50.95,5.72,South Tangerang,Serpong
2023-07-19 01:20:00,1AM,50.11,5.74,South Tangerang,Serpong
2023-07-19 01:25:00,1AM,49.17,5.55,South Tangerang,Serpong
2023-07-19 01:30:00,1AM,48.37,6.06,South Tangerang,Serpong
2023-07-19 01:35:00,1AM,47.46,6.39,South Tangerang,Serpong
2023-07-19 01:40:00,1AM,46.58,7.12,South Tangerang,Serpong
2023-07-19 01:45:00,1AM,45.71,7.6,South Tangerang,Serpong
2023-07-19 01:50:00,1AM,45.08,8.25,South Tangerang,Serpong
2023-07-19 01:55:00,1AM,44.32,8.86,South Tangerang,Serpong
2023-07-19 02:00:00,2AM,43.6,10.57,South Tangerang,Serpong
2023-07-19 02:05:00,2AM,42.86,11.59,South Tangerang,Serpong
2023-07-19 02:10:00,2AM,42.09,13.13,South Tangerang,Serpong
2023-07-19 02:15:00,2AM,41.26,14.66,South Tangerang,Serpong
2023-07-19 02:20:00,2AM,40.71,16.09,South Tangerang,Serpong
2023-07-19 02:25:00,2AM,39.99,17.47,South Tangerang,Serpong
2023-07-19 02:30:00,2AM,39.67,18.9,South Tangerang,Serpong
2023-07-19 02:35:00,2AM,39.21,19.86,South Tangerang,Serpong
2023-07-19 02:40:00,2AM,38.78,20.19,South Tangerang,Serpong
2023-07-19 02:45:00,2AM,38.55,21.03,South Tangerang,Serpong
2023-07-19 02:50:00,2AM,38.29,22.15,South Tangerang,Serpong
2023-07-19 02:55:00,2AM,38.14,23.33,South Tangerang,Serpong
2023-07-19 03:00:00,3AM,37.96,23.99,South Tangerang,Serpong
2023-07-19 03:05:00,3AM,37.78,24.43,South Tangerang,Serpong
2023-07-19 03:10:00,3AM,37.66,24.6,South Tangerang,Serpong
2023-07-19 03:15:00,3AM,37.83,24.96,South Tangerang,Serpong
2023-07-19 03:20:00,3AM,37.75,25.4,South Tangerang,Serpong
2023-07-19 03:25:00,3AM,37.93,25.59,South Tangerang,Serpong
2023-07-19 03:30:00,3AM,37.71,25.45,South Tangerang,Serpong
2023-07-19 03:35:00,3AM,37.64,25.47,South Tangerang,Serpong
2023-07-19 03:40:00,3AM,37.73,24.75,South Tangerang,Serpong
2023-07-19 03:45:00,3AM,37.6,24.16,South Tangerang,Serpong
2023-07-19 03:50:00,3AM,37.55,23.07,South Tangerang,Serpong
2023-07-19 03:55:00,3AM,37.54,22.14,South Tangerang,Serpong
2023-07-19 04:00:00,4AM,37.99,21.27,South Tangerang,Serpong
2023-07-19 04:05:00,4AM,38.77,19.88,South Tangerang,Serpong
2023-07-19 04:10:00,4AM,39.62,18.35,South Tangerang,Serpong
2023-07-19 04:15:00,4AM,40.28,16.46,South Tangerang,Serpong
2023-07-19 04:20:00,4AM,41.12,15.08,South Tangerang,Serpong
2023-07-19 04:25:00,4AM,41.78,13.89,South Tangerang,Serpong
2023-07-19 04:30:00,4AM,42.58,12.69,South Tangerang,Serpong
2023-07-19 04:35:00,4AM,43.48,11.56,South Tangerang,Serpong
2023-07-19 04:40:00,4AM,44.42,11.59,South Tangerang,Serpong
2023-07-19 04:45:00,4AM,45.45,10.89,South Tangerang,Serpong
2023-07-19 04:50:00,4AM,46.45,10.87,South Tangerang,Serpong
2023-07-19 04:55:00,4AM,47.37,10.01,South Tangerang,Serpong
2023-07-19 05:00:00,5AM,47.87,8.77,South Tangerang,Serpong
2023-07-19 05:05:00,5AM,47.87,8.55,South Tangerang,Serpong
2023-07-19 05:10:00,5AM,47.7,8.44,South Tangerang,Serpong
2023-07-19 05:15:00,5AM,47.65,8.81,South Tangerang,Serpong
2023-07-19 05:20:00,5AM,47.31,8.28,South Tangerang,Serpong
2023-07-19 05:25:00,5AM,47.16,7.85,South Tangerang,Serpong
2023-07-19 05:30:00,5AM,47.22,7.87,South Tangerang,Serpong
2023-07-19 05:35:00,5AM,47.0,7.21,South Tangerang,Serpong
2023-07-19 05:40:00,5AM,46.65,6.21,South Tangerang,Serpong
2023-07-19 05:45:00,5AM,46.05,5.38,South Tangerang,Serpong
2023-07-19 05:50:00,5AM,45.52,4.13,South Tangerang,Serpong
2023-07-19 05:55:00,5AM,44.92,3.72,South Tangerang,Serpong
2023-07-19 06:00:00,6AM,44.53,3.46,South Tangerang,Serpong
2023-07-19 06:05:00,6AM,44.13,3.41,South Tangerang,Serpong
2023-07-19 06:10:00,6AM,44.04,3.0,South Tangerang,Serpong
2023-07-19 06:15:00,6AM,43.75,2.59,South Tangerang,Serpong
2023-07-19 06:20:00,6AM,43.72,2.56,South Tangerang,Serpong
2023-07-19 06:25:00,6AM,43.62,2.13,South Tangerang,Serpong
2023-07-19 06:30:00,6AM,43.27,1.48,South Tangerang,Serpong
2023-07-19 06:35:00,6AM,43.15,1.71,South Tangerang,Serpong
2023-07-19 06:40:00,6AM,42.89,1.71,South Tangerang,Serpong
2023-07-19 06:45:00,6AM,42.81,1.71,South Tangerang,Serpong
2023-07-19 06:50:00,6AM,42.65,1.74,South Tangerang,Serpong
2023-07-19 06:55:00,6AM,42.69,1.71,South Tangerang,Serpong
2023-07-19 07:00:00,7AM,42.59,1.71,South Tangerang,Serpong
2023-07-19 07:05:00,7AM,42.53,1.5,South Tangerang,Serpong
2023-07-19 07:10:00,7AM,42.23,1.41,South Tangerang,Serpong
2023-07-19 07:15:00,7AM,42.17,1.28,South Tangerang,Serpong
2023-07-19 07:20:00,7AM,41.79,1.28,South Tangerang,Serpong
2023-07-19 07:25:00,7AM,41.27,1.37,South Tangerang,Serpong
2023-07-19 07:30:00,7AM,40.57,1.79,South Tangerang,Serpong
2023-07-19 07:35:00,7AM,39.6,1.72,South Tangerang,Serpong
2023-07-19 07:40:00,7AM,38.88,2.28,South Tangerang,Serpong
2023-07-19 07:45:00,7AM,38.34,2.98,South Tangerang,Serpong
2023-07-19 07:50:00,7AM,37.62,3.83,South Tangerang,Serpong
2023-07-19 07:55:00,7AM,36.82,4.84,South Tangerang,Serpong
2023-07-19 08:00:00,8AM,35.99,6.24,South Tangerang,Serpong
2023-07-19 08:05:00,8AM,35.21,7.5,South Tangerang,Serpong
2023-07-19 08:10:00,8AM,34.23,9.02,South Tangerang,Serpong
2023-07-19 08:15:00,8AM,32.79,10.31,South Tangerang,Serpong
2023-07-19 08:20:00,8AM,31.69,11.77,South Tangerang,Serpong
2023-07-19 08:25:00,8AM,30.18,13.9,South Tangerang,Serpong
2023-07-19 08:30:00,8AM,28.23,15.54,South Tangerang,Serpong
2023-07-19 08:35:00,8AM,26.28,17.37,South Tangerang,Serpong
2023-07-19 08:40:00,8AM,23.83,18.9,South Tangerang,Serpong
2023-07-19 08:45:00,8AM,21.78,21.04,South Tangerang,Serpong
2023-07-19 08:50:00,8AM,19.75,23.35,South Tangerang,Serpong
2023-07-19 08:55:00,8AM,17.98,24.96,South Tangerang,Serpong
2023-07-19 09:00:00,9AM,15.73,27.01,South Tangerang,Serpong
2023-07-19 09:05:00,9AM,13.77,29.95,South Tangerang,Serpong
2023-07-19 09:10:00,9AM,12.21,32.95,South Tangerang,Serpong
2023-07-19 09:15:00,9AM,10.87,36.33,South Tangerang,Serpong
2023-07-19 09:20:00,9AM,9.24,39.5,South Tangerang,Serpong
2023-07-19 09:25:00,9AM,8.09,42.51,South Tangerang,Serpong
2023-07-19 09:30:00,9AM,7.71,45.66,South Tangerang,Serpong
2023-07-19 09:35:00,9AM,7.43,48.63,South Tangerang,Serpong
2023-07-19 09:40:00,9AM,7.87,52.63,South Tangerang,Serpong
2023-07-19 09:45:00,9AM,8.1,56.61,South Tangerang,Serpong
2023-07-19 09:50:00,9AM,8.23,60.44,South Tangerang,Serpong
2023-07-19 09:55:00,9AM,7.98,64.86,South Tangerang,Serpong
2023-07-19 10:00:00,10AM,7.83,68.36,South Tangerang,Serpong
2023-07-19 10:05:00,10AM,7.13,71.25,South Tangerang,Serpong
2023-07-19 10:10:00,10AM,6.41,75.4,South Tangerang,Serpong
2023-07-19 10:15:00,10AM,6.36,80.55,South Tangerang,Serpong
2023-07-19 10:20:00,10AM,6.25,85.85,South Tangerang,Serpong
2023-07-19 10:25:00,10AM,6.5,91.55,South Tangerang,Serpong
2023-07-19 10:30:00,10AM,6.78,96.89,South Tangerang,Serpong
2023-07-19 10:35:00,10AM,6.56,102.0,South Tangerang,Serpong
2023-07-19 10:40:00,10AM,5.96,107.05,South Tangerang,Serpong
2023-07-19 10:45:00,10AM,4.92,110.65,South Tangerang,Serpong
2023-07-19 10:50:00,10AM,5.11,117.3,South Tangerang,Serpong
2023-07-19 10:55:00,10AM,5.68,124.06,South Tangerang,Serpong
2023-07-19 11:00:00,11AM,5.31,127.8,South Tangerang,Serpong
2023-07-19 11:05:00,11AM,5.31,131.43,South Tangerang,Serpong
2023-07-19 11:10:00,11AM,6.1,136.08,South Tangerang,Serpong
2023-07-19 11:15:00,11AM,8.35,144.85,South Tangerang,Serpong
2023-07-19 11:20:00,11AM,11.36,155.61,South Tangerang,Serpong
2023-07-19 11:25:00,11AM,13.96,165.27,South Tangerang,Serpong
2023-07-19 11:30:00,11AM,16.61,176.51,South Tangerang,Serpong
2023-07-19 11:35:00,11AM,19.49,187.51,South Tangerang,Serpong
2023-07-19 11:40:00,11AM,22.31,197.05,South Tangerang,Serpong
2023-07-19 11:45:00,11AM,25.08,206.54,South Tangerang,Serpong
2023-07-19 11:50:00,11AM,27.58,215.12,South Tangerang,Serpong
2023-07-19 11:55:00,11AM,30.13,223.61,South Tangerang,Serpong
2023-07-19 12:00:00,12PM,32.93,232.54,South Tangerang,Serpong
2023-07-19 12:05:00,12PM,35.32,240.2,South Tangerang,Serpong
2023-07-19 12:10:00,12PM,37.33,245.12,South Tangerang,Serpong
2023-07-19 12:15:00,12PM,37.51,245.49,South Tangerang,Serpong
2023-07-19 12:20:00,12PM,38.36,246.89,South Tangerang,Serpong
2023-07-19 12:25:00,12PM,38.69,247.15,South Tangerang,Serpong
2023-07-19 12:30:00,12PM,38.95,246.76,South Tangerang,Serpong
2023-07-19 12:35:00,12PM,39.27,246.65,South Tangerang,Serpong
2023-07-19 12:40:00,12PM,39.33,245.83,South Tangerang,Serpong
2023-07-19 12:45:00,12PM,40.04,246.78,South Tangerang,Serpong
2023-07-19 12:50:00,12PM,40.79,247.66,South Tangerang,Serpong
2023-07-19 12:55:00,12PM,41.84,248.91,South Tangerang,Serpong
2023-07-19 13:00:00,13PM,43.65,253.14,South Tangerang,Serpong
2023-07-19 13:05:00,13PM,45.47,256.85,South Tangerang,Serpong
2023-07-19 13:10:00,13PM,46.98,260.91,South Tangerang,Serpong
2023-07-19 13:15:00,13PM,47.97,263.41,South Tangerang,Serpong
2023-07-19 13:20:00,13PM,47.05,259.44,South Tangerang,Serpong
2023-07-19 13:25:00,13PM,47.1,256.75,South Tangerang,Serpong
2023-07-19 13:30:00,13PM,47.41,255.24,South Tangerang,Serpong
2023-07-19 13:35:00,13PM,48.25,254.88,South Tangerang,Serpong
2023-07-19 13:40:00,13PM,49.22,255.85,South Tangerang,Serpong
2023-07-19 13:45:00,13PM,49.27,254.41,South Tangerang,Serpong
2023-07-19 13:50:00,13PM,48.44,250.64,South Tangerang,Serpong
2023-07-19 13:55:00,13PM,48.31,249.64,South Tangerang,Serpong
2023-07-19 14:00:00,14PM,48.39,248.13,South Tangerang,Serpong
2023-07-19 14:05:00,14PM,48.34,245.79,South Tangerang,Serpong
2023-07-19 14:10:00,14PM,48.1,244.31,South Tangerang,Serpong
2023-07-19 14:15:00,14PM,48.49,243.72,South Tangerang,Serpong
2023-07-19 14:20:00,14PM,49.77,246.85,South Tangerang,Serpong
2023-07-19 14:25:00,14PM,50.38,248.34,South Tangerang,Serpong
2023-07-19 14:30:00,14PM,50.98,248.87,South Tangerang,Serpong
2023-07-19 14:35:00,14PM,51.24,247.99,South Tangerang,Serpong
2023-07-19 14:40:00,14PM,51.41,246.56,South Tangerang,Serpong
2023-07-19 14:45:00,14PM,52.29,246.33,South Tangerang,Serpong
2023-07-19 14:50:00,14PM,52.9,243.71,South Tangerang,Serpong
2023-07-19 14:55:00,14PM,52.68,239.32,South Tangerang,Serpong
2023-07-19 15:00:00,15PM,53.01,235.58,South Tangerang,Serpong
2023-07-19 15:05:00,15PM,53.76,234.03,South Tangerang,Serpong
2023-07-19 15:10:00,15PM,54.82,231.97,South Tangerang,Serpong
2023-07-19 15:15:00,15PM,55.6,230.24,South Tangerang,Serpong
2023-07-19 15:20:00,15PM,56.16,226.43,South Tangerang,Serpong
2023-07-19 15:25:00,15PM,57.39,223.04,South Tangerang,Serpong
2023-07-19 15:30:00,15PM,58.08,220.5,South Tangerang,Serpong
2023-07-19 15:35:00,15PM,58.55,219.12,South Tangerang,Serpong
2023-07-19 15:40:00,15PM,58.65,217.07,South Tangerang,Serpong
2023-07-19 15:45:00,15PM,58.27,215.03,South Tangerang,Serpong
2023-07-19 15:50:00,15PM,58.15,214.66,South Tangerang,Serpong
2023-07-19 15:55:00,15PM,57.46,213.43,South Tangerang,Serpong
2023-07-19 16:00:00,16PM,57.52,212.17,South Tangerang,Serpong
2023-07-19 16:05:00,16PM,58.37,211.84,South Tangerang,Serpong
2023-07-19 16:10:00,16PM,58.69,209.76,South Tangerang,Serpong
2023-07-19 16:15:00,16PM,60.73,210.57,South Tangerang,Serpong
2023-07-19 16:20:00,16PM,63.83,214.12,South Tangerang,Serpong
2023-07-19 16:25:00,16PM,67.95,222.07,South Tangerang,Serpong
2023-07-19 16:30:00,16PM,72.27,226.23,South Tangerang,Serpong
2023-07-19 16:35:00,16PM,76.54,227.18,South Tangerang,Serpong
2023-07-19 16:40:00,16PM,80.45,224.89,South Tangerang,Serpong
2023-07-19 16:45:00,16PM,84.5,221.75,South Tangerang,Serpong
2023-07-19 16:50:00,16PM,88.49,218.72,South Tangerang,Serpong
2023-07-19 16:55:00,16PM,92.49,213.94,South Tangerang,Serpong
2023-07-19 17:00:00,17PM,94.87,208.02,South Tangerang,Serpong
2023-07-19 17:05:00,17PM,96.42,200.93,South Tangerang,Serpong
2023-07-19 17:10:00,17PM,98.03,193.96,South Tangerang,Serpong
2023-07-19 17:15:00,17PM,97.53,182.23,South Tangerang,Serpong
2023-07-19 17:20:00,17PM,95.49,168.42,South Tangerang,Serpong
2023-07-19 17:25:00,17PM,91.74,151.22,South Tangerang,Serpong
2023-07-19 17:30:00,17PM,87.94,137.37,South Tangerang,Serpong
2023-07-19 17:35:00,17PM,84.56,124.43,South Tangerang,Serpong
2023-07-19 17:40:00,17PM,81.97,115.48,South Tangerang,Serpong
2023-07-19 17:45:00,17PM,79.21,107.52,South Tangerang,Serpong
2023-07-19 17:50:00,17PM,76.63,99.72,South Tangerang,Serpong
2023-07-19 17:55:00,17PM,74.17,92.74,South Tangerang,Serpong
2023-07-19 18:00:00,18PM,71.83,85.28,South Tangerang,Serpong
2023-07-19 18:05:00,18PM,69.64,78.1,South Tangerang,Serpong
2023-07-19 18:10:00,18PM,67.27,71.29,South Tangerang,Serpong
2023-07-19 18:15:00,18PM,65.23,65.75,South Tangerang,Serpong
2023-07-19 18:20:00,18PM,63.71,61.22,South Tangerang,Serpong
2023-07-19 18:25:00,18PM,62.38,57.82,South Tangerang,Serpong
2023-07-19 18:30:00,18PM,61.07,52.76,South Tangerang,Serpong
2023-07-19 18:35:00,18PM,59.68,48.85,South Tangerang,Serpong
2023-07-19 18:40:00,18PM,58.45,45.44,South Tangerang,Serpong
2023-07-19 18:45:00,18PM,57.35,42.09,South Tangerang,Serpong
2023-07-19 18:50:00,18PM,56.3,38.97,South Tangerang,Serpong
2023-07-19 18:55:00,18PM,55.19,36.4,South Tangerang,Serpong
2023-07-19 19:00:00,19PM,54.88,33.66,South Tangerang,Serpong
2023-07-19 19:05:00,19PM,54.35,29.87,South Tangerang,Serpong
2023-07-19 19:10:00,19PM,53.78,27.98,South Tangerang,Serpong
2023-07-19 19:15:00,19PM,52.69,26.37,South Tangerang,Serpong
2023-07-19 19:20:00,19PM,50.71,25.19,South Tangerang,Serpong
2023-07-19 19:25:00,19PM,48.85,24.66,South Tangerang,Serpong
2023-07-19 19:30:00,19PM,47.21,25.57,South Tangerang,Serpong
2023-07-19 19:35:00,19PM,46.05,26.65,South Tangerang,Serpong
2023-07-19 19:40:00,19PM,45.01,27.81,South Tangerang,Serpong
2023-07-19 19:45:00,19PM,43.96,28.76,South Tangerang,Serpong
2023-07-19 19:50:00,19PM,43.7,29.66,South Tangerang,Serpong
2023-07-19 19:55:00,19PM,44.46,29.05,South Tangerang,Serpong
2023-07-19 20:00:00,20PM,44.53,28.94,South Tangerang,Serpong
2023-07-19 20:05:00,20PM,44.04,30.49,South Tangerang,Serpong
2023-07-19 20:10:00,20PM,43.99,31.18,South Tangerang,Serpong
2023-07-19 20:15:00,20PM,44.39,30.85,South Tangerang,Serpong
2023-07-19 20:20:00,20PM,46.01,30.19,South Tangerang,Serpong
2023-07-19 20:25:00,20PM,47.86,27.89,South Tangerang,Serpong
2023-07-19 20:30:00,20PM,49.42,24.68,South Tangerang,Serpong
2023-07-19 20:35:00,20PM,50.67,21.69,South Tangerang,Serpong
2023-07-19 20:40:00,20PM,51.76,18.82,South Tangerang,Serpong
2023-07-19 20:45:00,20PM,53.12,15.95,South Tangerang,Serpong
2023-07-19 20:50:00,20PM,53.5,13.44,South Tangerang,Serpong
2023-07-19 20:55:00,20PM,53.05,12.34,South Tangerang,Serpong
2023-07-19 21:00:00,21PM,52.72,12.03,South Tangerang,Serpong
