Minute,Hour,SO2,CO,Region,Location
2023-07-18 02:15:00,2AM,8.37,429.67,Central Jakarta,Menteng Teuku Umar
2023-07-18 02:25:00,2AM,8.35,427.84,Central Jakarta,Menteng Teuku Umar
2023-07-18 02:35:00,2AM,8.35,425.71,Central Jakarta,Menteng Teuku Umar
2023-07-18 02:45:00,2AM,8.37,423.62,Central Jakarta,Menteng Teuku Umar
2023-07-18 02:55:00,2AM,8.39,421.58,Central Jakarta,Menteng Teuku Umar
2023-07-18 03:05:00,3AM,8.43,419.54,Central Jakarta,Menteng Teuku Umar
2023-07-18 03:15:00,3AM,8.45,417.3,Central Jakarta,Menteng Teuku Umar
2023-07-18 03:25:00,3AM,8.46,415.41,Central Jakarta,Menteng Teuku Umar
2023-07-18 03:35:00,3AM,8.43,414.45,Central Jakarta,Menteng Teuku Umar
2023-07-18 03:45:00,3AM,8.43,414.23,Central Jakarta,Menteng Teuku Umar
2023-07-18 03:55:00,3AM,8.44,414.03,Central Jakarta,Menteng Teuku Umar
2023-07-18 04:05:00,4AM,8.43,413.94,Central Jakarta,Menteng Teuku Umar
2023-07-18 04:15:00,4AM,8.47,414.3,Central Jakarta,Menteng Teuku Umar
2023-07-18 04:25:00,4AM,8.54,415.71,Central Jakarta,Menteng Teuku Umar
2023-07-18 04:35:00,4AM,8.66,417.27,Central Jakarta,Menteng Teuku Umar
2023-07-18 04:45:00,4AM,8.77,418.95,Central Jakarta,Menteng Teuku Umar
2023-07-18 04:55:00,4AM,8.86,420.61,Central Jakarta,Menteng Teuku Umar
2023-07-18 05:05:00,5AM,8.98,422.03,Central Jakarta,Menteng Teuku Umar
2023-07-18 05:15:00,5AM,9.06,423.47,Central Jakarta,Menteng Teuku Umar
2023-07-18 05:25:00,5AM,9.13,424.21,Central Jakarta,Menteng Teuku Umar
2023-07-18 05:35:00,5AM,9.2,424.8,Central Jakarta,Menteng Teuku Umar
2023-07-18 05:45:00,5AM,9.26,425.21,Central Jakarta,Menteng Teuku Umar
2023-07-18 05:55:00,5AM,9.36,426.54,Central Jakarta,Menteng Teuku Umar
2023-07-18 06:05:00,6AM,9.55,430.08,Central Jakarta,Menteng Teuku Umar
2023-07-18 06:15:00,6AM,9.86,435.49,Central Jakarta,Menteng Teuku Umar
2023-07-18 06:25:00,6AM,10.25,442.44,Central Jakarta,Menteng Teuku Umar
2023-07-18 06:35:00,6AM,10.85,453.56,Central Jakarta,Menteng Teuku Umar
2023-07-18 06:45:00,6AM,11.71,468.77,Central Jakarta,Menteng Teuku Umar
2023-07-18 06:55:00,6AM,12.14,476.94,Central Jakarta,Menteng Teuku Umar
2023-07-18 07:05:00,7AM,12.36,481.68,Central Jakarta,Menteng Teuku Umar
2023-07-18 07:15:00,7AM,12.38,484.22,Central Jakarta,Menteng Teuku Umar
2023-07-18 07:25:00,7AM,12.33,485.83,Central Jakarta,Menteng Teuku Umar
2023-07-18 07:35:00,7AM,12.01,483.98,Central Jakarta,Menteng Teuku Umar
2023-07-18 07:45:00,7AM,11.43,477.93,Central Jakarta,Menteng Teuku Umar
2023-07-18 07:55:00,7AM,11.22,479.49,Central Jakarta,Menteng Teuku Umar
2023-07-18 08:05:00,8AM,11.05,481.07,Central Jakarta,Menteng Teuku Umar
2023-07-18 08:15:00,8AM,10.88,483.97,Central Jakarta,Menteng Teuku Umar
2023-07-18 08:25:00,8AM,10.55,482.42,Central Jakarta,Menteng Teuku Umar
2023-07-18 08:35:00,8AM,10.11,478.7,Central Jakarta,Menteng Teuku Umar
2023-07-18 08:45:00,8AM,9.58,473.37,Central Jakarta,Menteng Teuku Umar
2023-07-18 08:55:00,8AM,8.97,465.62,Central Jakarta,Menteng Teuku Umar
2023-07-18 09:05:00,9AM,8.26,456.83,Central Jakarta,Menteng Teuku Umar
2023-07-18 09:15:00,9AM,7.59,446.99,Central Jakarta,Menteng Teuku Umar
2023-07-18 09:25:00,9AM,7.12,440.64,Central Jakarta,Menteng Teuku Umar
2023-07-18 09:35:00,9AM,6.73,435.04,Central Jakarta,Menteng Teuku Umar
2023-07-18 09:45:00,9AM,6.36,430.74,Central Jakarta,Menteng Teuku Umar
2023-07-18 09:55:00,9AM,5.96,427.12,Central Jakarta,Menteng Teuku Umar
2023-07-18 10:05:00,10AM,5.69,425.83,Central Jakarta,Menteng Teuku Umar
2023-07-18 10:15:00,10AM,5.41,424.75,Central Jakarta,Menteng Teuku Umar
2023-07-18 10:25:00,10AM,5.05,424.11,Central Jakarta,Menteng Teuku Umar
2023-07-18 10:35:00,10AM,4.6,422.36,Central Jakarta,Menteng Teuku Umar
2023-07-18 10:45:00,10AM,4.12,419.45,Central Jakarta,Menteng Teuku Umar
2023-07-18 10:55:00,10AM,3.74,416.25,Central Jakarta,Menteng Teuku Umar
2023-07-18 11:05:00,11AM,3.19,412.97,Central Jakarta,Menteng Teuku Umar
2023-07-18 11:15:00,11AM,2.6,409.72,Central Jakarta,Menteng Teuku Umar
2023-07-18 11:25:00,11AM,2.09,406.9,Central Jakarta,Menteng Teuku Umar
2023-07-18 11:35:00,11AM,1.67,405.59,Central Jakarta,Menteng Teuku Umar
2023-07-18 11:45:00,11AM,1.42,406.22,Central Jakarta,Menteng Teuku Umar
2023-07-18 11:55:00,11AM,1.17,406.05,Central Jakarta,Menteng Teuku Umar
2023-07-18 12:05:00,12PM,1.14,405.25,Central Jakarta,Menteng Teuku Umar
2023-07-18 12:15:00,12PM,1.31,404.74,Central Jakarta,Menteng Teuku Umar
2023-07-18 12:25:00,12PM,1.32,403.17,Central Jakarta,Menteng Teuku Umar
2023-07-18 12:35:00,12PM,1.42,401.75,Central Jakarta,Menteng Teuku Umar
2023-07-18 12:45:00,12PM,1.46,399.81,Central Jakarta,Menteng Teuku Umar
2023-07-18 12:55:00,12PM,1.41,399.0,Central Jakarta,Menteng Teuku Umar
2023-07-18 13:05:00,13PM,1.37,398.99,Central Jakarta,Menteng Teuku Umar
2023-07-18 13:15:00,13PM,1.22,397.81,Central Jakarta,Menteng Teuku Umar
2023-07-18 13:25:00,13PM,1.24,397.68,Central Jakarta,Menteng Teuku Umar
2023-07-18 13:35:00,13PM,1.15,397.44,Central Jakarta,Menteng Teuku Umar
2023-07-18 13:45:00,13PM,1.11,397.44,Central Jakarta,Menteng Teuku Umar
2023-07-18 13:55:00,13PM,1.14,398.15,Central Jakarta,Menteng Teuku Umar
2023-07-18 14:05:00,14PM,1.16,398.8,Central Jakarta,Menteng Teuku Umar
2023-07-18 14:15:00,14PM,1.1,399.76,Central Jakarta,Menteng Teuku Umar
2023-07-18 14:25:00,14PM,1.0,400.84,Central Jakarta,Menteng Teuku Umar
2023-07-18 14:35:00,14PM,0.93,402.04,Central Jakarta,Menteng Teuku Umar
2023-07-18 14:45:00,14PM,0.95,402.89,Central Jakarta,Menteng Teuku Umar
2023-07-18 14:55:00,14PM,1.03,403.64,Central Jakarta,Menteng Teuku Umar
2023-07-18 15:05:00,15PM,1.11,404.06,Central Jakarta,Menteng Teuku Umar
2023-07-18 15:15:00,15PM,1.25,404.65,Central Jakarta,Menteng Teuku Umar
2023-07-18 15:25:00,15PM,1.38,404.63,Central Jakarta,Menteng Teuku Umar
2023-07-18 15:35:00,15PM,1.52,404.25,Central Jakarta,Menteng Teuku Umar
2023-07-18 15:45:00,15PM,1.51,404.13,Central Jakarta,Menteng Teuku Umar
2023-07-18 15:55:00,15PM,1.34,403.41,Central Jakarta,Menteng Teuku Umar
2023-07-18 16:05:00,16PM,1.2,403.23,Central Jakarta,Menteng Teuku Umar
2023-07-18 16:15:00,16PM,1.16,403.12,Central Jakarta,Menteng Teuku Umar
2023-07-18 16:25:00,16PM,1.18,403.14,Central Jakarta,Menteng Teuku Umar
2023-07-18 16:35:00,16PM,1.26,403.28,Central Jakarta,Menteng Teuku Umar
2023-07-18 16:45:00,16PM,1.47,403.56,Central Jakarta,Menteng Teuku Umar
2023-07-18 16:55:00,16PM,1.73,403.44,Central Jakarta,Menteng Teuku Umar
2023-07-18 17:05:00,17PM,2.1,403.42,Central Jakarta,Menteng Teuku Umar
2023-07-18 17:15:00,17PM,2.51,404.62,Central Jakarta,Menteng Teuku Umar
2023-07-18 17:25:00,17PM,2.95,405.97,Central Jakarta,Menteng Teuku Umar
2023-07-18 17:35:00,17PM,3.38,408.09,Central Jakarta,Menteng Teuku Umar
2023-07-18 17:45:00,17PM,3.73,409.79,Central Jakarta,Menteng Teuku Umar
2023-07-18 17:55:00,17PM,4.18,413.44,Central Jakarta,Menteng Teuku Umar
2023-07-18 18:05:00,18PM,4.49,416.24,Central Jakarta,Menteng Teuku Umar
2023-07-18 18:15:00,18PM,4.68,417.0,Central Jakarta,Menteng Teuku Umar
2023-07-18 18:25:00,18PM,4.7,416.82,Central Jakarta,Menteng Teuku Umar
2023-07-18 18:35:00,18PM,4.75,416.29,Central Jakarta,Menteng Teuku Umar
2023-07-18 18:45:00,18PM,4.79,415.52,Central Jakarta,Menteng Teuku Umar
2023-07-18 18:55:00,18PM,4.83,414.37,Central Jakarta,Menteng Teuku Umar
2023-07-18 19:05:00,19PM,4.97,415.21,Central Jakarta,Menteng Teuku Umar
2023-07-18 19:15:00,19PM,5.09,416.26,Central Jakarta,Menteng Teuku Umar
2023-07-18 19:25:00,19PM,5.44,420.19,Central Jakarta,Menteng Teuku Umar
2023-07-18 19:35:00,19PM,5.78,424.35,Central Jakarta,Menteng Teuku Umar
2023-07-18 19:45:00,19PM,6.06,428.72,Central Jakarta,Menteng Teuku Umar
2023-07-18 19:55:00,19PM,6.28,432.62,Central Jakarta,Menteng Teuku Umar
2023-07-18 20:05:00,20PM,6.38,434.86,Central Jakarta,Menteng Teuku Umar
2023-07-18 20:15:00,20PM,6.58,438.09,Central Jakarta,Menteng Teuku Umar
2023-07-18 20:25:00,20PM,6.64,439.25,Central Jakarta,Menteng Teuku Umar
2023-07-18 20:35:00,20PM,6.84,442.0,Central Jakarta,Menteng Teuku Umar
2023-07-18 20:45:00,20PM,7.16,445.43,Central Jakarta,Menteng Teuku Umar
2023-07-18 20:55:00,20PM,7.42,448.18,Central Jakarta,Menteng Teuku Umar
2023-07-18 21:05:00,21PM,7.72,451.65,Central Jakarta,Menteng Teuku Umar
2023-07-18 21:15:00,21PM,7.98,454.95,Central Jakarta,Menteng Teuku Umar
2023-07-18 21:25:00,21PM,8.2,457.54,Central Jakarta,Menteng Teuku Umar
2023-07-18 21:35:00,21PM,8.3,458.28,Central Jakarta,Menteng Teuku Umar
2023-07-18 21:45:00,21PM,8.35,459.55,Central Jakarta,Menteng Teuku Umar
2023-07-18 21:55:00,21PM,8.43,460.89,Central Jakarta,Menteng Teuku Umar
2023-07-18 22:05:00,22PM,8.58,463.45,Central Jakarta,Menteng Teuku Umar
2023-07-18 22:15:00,22PM,8.68,465.59,Central Jakarta,Menteng Teuku Umar
2023-07-18 22:25:00,22PM,8.72,467.58,Central Jakarta,Menteng Teuku Umar
2023-07-18 22:35:00,22PM,8.85,470.69,Central Jakarta,Menteng Teuku Umar
2023-07-18 22:45:00,22PM,8.95,472.69,Central Jakarta,Menteng Teuku Umar
2023-07-18 22:55:00,22PM,8.96,472.79,Central Jakarta,Menteng Teuku Umar
2023-07-18 23:05:00,23PM,8.89,470.44,Central Jakarta,Menteng Teuku Umar
2023-07-18 23:15:00,23PM,8.84,468.22,Central Jakarta,Menteng Teuku Umar
2023-07-18 23:25:00,23PM,8.92,467.73,Central Jakarta,Menteng Teuku Umar
2023-07-18 23:35:00,23PM,8.91,466.45,Central Jakarta,Menteng Teuku Umar
2023-07-18 23:45:00,23PM,8.95,465.74,Central Jakarta,Menteng Teuku Umar
2023-07-18 23:55:00,23PM,9.11,465.92,Central Jakarta,Menteng Teuku Umar
2023-07-19 00:05:00,0AM,9.25,465.59,Central Jakarta,Menteng Teuku Umar
2023-07-19 00:15:00,0AM,9.39,464.44,Central Jakarta,Menteng Teuku Umar
2023-07-19 00:25:00,0AM,9.48,461.95,Central Jakarta,Menteng Teuku Umar
2023-07-19 00:35:00,0AM,9.58,459.49,Central Jakarta,Menteng Teuku Umar
2023-07-19 00:45:00,0AM,9.66,457.38,Central Jakarta,Menteng Teuku Umar
2023-07-19 00:55:00,0AM,9.76,456.79,Central Jakarta,Menteng Teuku Umar
2023-07-19 01:05:00,1AM,9.87,458.07,Central Jakarta,Menteng Teuku Umar
2023-07-19 01:15:00,1AM,9.95,459.52,Central Jakarta,Menteng Teuku Umar
2023-07-19 01:25:00,1AM,9.92,459.31,Central Jakarta,Menteng Teuku Umar
2023-07-19 01:35:00,1AM,9.83,458.11,Central Jakarta,Menteng Teuku Umar
2023-07-19 01:45:00,1AM,9.69,455.43,Central Jakarta,Menteng Teuku Umar
2023-07-19 01:55:00,1AM,9.53,452.43,Central Jakarta,Menteng Teuku Umar
2023-07-19 02:05:00,2AM,9.32,447.38,Central Jakarta,Menteng Teuku Umar
2023-07-19 02:15:00,2AM,9.12,443.23,Central Jakarta,Menteng Teuku Umar
2023-07-19 02:25:00,2AM,9.04,441.48,Central Jakarta,Menteng Teuku Umar
2023-07-19 02:35:00,2AM,9.06,441.33,Central Jakarta,Menteng Teuku Umar
2023-07-19 02:45:00,2AM,9.12,441.72,Central Jakarta,Menteng Teuku Umar
2023-07-19 02:55:00,2AM,9.22,441.63,Central Jakarta,Menteng Teuku Umar
2023-07-19 03:05:00,3AM,9.38,443.24,Central Jakarta,Menteng Teuku Umar
2023-07-19 03:15:00,3AM,9.58,444.81,Central Jakarta,Menteng Teuku Umar
2023-07-19 03:25:00,3AM,9.74,445.46,Central Jakarta,Menteng Teuku Umar
2023-07-19 03:35:00,3AM,9.81,444.53,Central Jakarta,Menteng Teuku Umar
2023-07-19 03:45:00,3AM,9.81,442.54,Central Jakarta,Menteng Teuku Umar
2023-07-19 03:55:00,3AM,9.76,440.1,Central Jakarta,Menteng Teuku Umar
2023-07-19 04:05:00,4AM,9.66,436.78,Central Jakarta,Menteng Teuku Umar
2023-07-19 04:15:00,4AM,9.53,432.73,Central Jakarta,Menteng Teuku Umar
2023-07-19 04:25:00,4AM,9.33,428.47,Central Jakarta,Menteng Teuku Umar
2023-07-19 04:35:00,4AM,9.12,424.17,Central Jakarta,Menteng Teuku Umar
2023-07-19 04:45:00,4AM,8.95,420.42,Central Jakarta,Menteng Teuku Umar
2023-07-19 04:55:00,4AM,8.75,417.0,Central Jakarta,Menteng Teuku Umar
2023-07-19 05:05:00,5AM,8.59,414.0,Central Jakarta,Menteng Teuku Umar
2023-07-19 05:15:00,5AM,8.45,411.59,Central Jakarta,Menteng Teuku Umar
2023-07-19 05:25:00,5AM,8.41,410.13,Central Jakarta,Menteng Teuku Umar
2023-07-19 05:35:00,5AM,8.38,409.43,Central Jakarta,Menteng Teuku Umar
2023-07-19 05:45:00,5AM,8.35,409.31,Central Jakarta,Menteng Teuku Umar
2023-07-19 05:55:00,5AM,8.38,409.98,Central Jakarta,Menteng Teuku Umar
2023-07-19 06:05:00,6AM,8.44,410.71,Central Jakarta,Menteng Teuku Umar
2023-07-19 06:15:00,6AM,8.49,411.55,Central Jakarta,Menteng Teuku Umar
2023-07-19 06:25:00,6AM,8.5,412.33,Central Jakarta,Menteng Teuku Umar
2023-07-19 06:35:00,6AM,8.53,413.3,Central Jakarta,Menteng Teuku Umar
2023-07-19 06:45:00,6AM,8.65,416.45,Central Jakarta,Menteng Teuku Umar
2023-07-19 06:55:00,6AM,8.73,419.15,Central Jakarta,Menteng Teuku Umar
2023-07-19 07:05:00,7AM,8.81,422.19,Central Jakarta,Menteng Teuku Umar
2023-07-19 07:15:00,7AM,8.95,425.65,Central Jakarta,Menteng Teuku Umar
2023-07-19 07:25:00,7AM,9.09,429.75,Central Jakarta,Menteng Teuku Umar
2023-07-19 07:35:00,7AM,9.11,432.23,Central Jakarta,Menteng Teuku Umar
2023-07-19 07:45:00,7AM,8.97,431.63,Central Jakarta,Menteng Teuku Umar
2023-07-19 07:55:00,7AM,8.83,430.35,Central Jakarta,Menteng Teuku Umar
2023-07-19 08:05:00,8AM,8.57,428.37,Central Jakarta,Menteng Teuku Umar
2023-07-19 08:15:00,8AM,8.26,426.05,Central Jakarta,Menteng Teuku Umar
2023-07-19 08:25:00,8AM,7.87,422.59,Central Jakarta,Menteng Teuku Umar
2023-07-19 08:35:00,8AM,7.55,420.54,Central Jakarta,Menteng Teuku Umar
2023-07-19 08:45:00,8AM,7.26,419.64,Central Jakarta,Menteng Teuku Umar
2023-07-19 08:55:00,8AM,6.98,419.69,Central Jakarta,Menteng Teuku Umar
2023-07-19 09:05:00,9AM,6.78,420.57,Central Jakarta,Menteng Teuku Umar
2023-07-19 09:15:00,9AM,6.46,420.36,Central Jakarta,Menteng Teuku Umar
2023-07-19 09:25:00,9AM,6.25,420.35,Central Jakarta,Menteng Teuku Umar
2023-07-19 09:35:00,9AM,6.07,420.17,Central Jakarta,Menteng Teuku Umar
2023-07-19 09:45:00,9AM,5.9,419.37,Central Jakarta,Menteng Teuku Umar
2023-07-19 09:55:00,9AM,5.79,418.73,Central Jakarta,Menteng Teuku Umar
2023-07-19 10:05:00,10AM,5.56,417.27,Central Jakarta,Menteng Teuku Umar
2023-07-19 10:15:00,10AM,5.31,415.33,Central Jakarta,Menteng Teuku Umar
2023-07-19 10:25:00,10AM,4.81,413.69,Central Jakarta,Menteng Teuku Umar
2023-07-19 10:35:00,10AM,4.4,411.46,Central Jakarta,Menteng Teuku Umar
2023-07-19 10:45:00,10AM,3.94,409.16,Central Jakarta,Menteng Teuku Umar
2023-07-19 10:55:00,10AM,3.37,406.27,Central Jakarta,Menteng Teuku Umar
2023-07-19 11:05:00,11AM,2.78,404.21,Central Jakarta,Menteng Teuku Umar
2023-07-19 11:15:00,11AM,2.34,402.49,Central Jakarta,Menteng Teuku Umar
2023-07-19 11:25:00,11AM,2.12,400.48,Central Jakarta,Menteng Teuku Umar
2023-07-19 11:35:00,11AM,1.75,398.74,Central Jakarta,Menteng Teuku Umar
2023-07-19 11:45:00,11AM,1.45,397.44,Central Jakarta,Menteng Teuku Umar
2023-07-19 11:55:00,11AM,1.13,395.51,Central Jakarta,Menteng Teuku Umar
2023-07-19 12:05:00,12PM,1.0,393.2,Central Jakarta,Menteng Teuku Umar
2023-07-19 12:15:00,12PM,0.96,392.26,Central Jakarta,Menteng Teuku Umar
2023-07-19 12:25:00,12PM,0.9,391.48,Central Jakarta,Menteng Teuku Umar
2023-07-19 12:35:00,12PM,0.91,390.41,Central Jakarta,Menteng Teuku Umar
2023-07-19 12:45:00,12PM,0.96,389.2,Central Jakarta,Menteng Teuku Umar
2023-07-19 12:55:00,12PM,1.07,389.67,Central Jakarta,Menteng Teuku Umar
2023-07-19 13:05:00,13PM,1.19,390.26,Central Jakarta,Menteng Teuku Umar
2023-07-19 13:15:00,13PM,1.24,390.83,Central Jakarta,Menteng Teuku Umar
2023-07-19 13:25:00,13PM,1.27,391.04,Central Jakarta,Menteng Teuku Umar
2023-07-19 13:35:00,13PM,1.33,391.84,Central Jakarta,Menteng Teuku Umar
2023-07-19 13:45:00,13PM,1.36,392.7,Central Jakarta,Menteng Teuku Umar
2023-07-19 13:55:00,13PM,1.37,392.63,Central Jakarta,Menteng Teuku Umar
2023-07-19 14:05:00,14PM,1.35,392.64,Central Jakarta,Menteng Teuku Umar
2023-07-19 14:15:00,14PM,1.27,392.55,Central Jakarta,Menteng Teuku Umar
2023-07-19 14:25:00,14PM,1.19,392.71,Central Jakarta,Menteng Teuku Umar
2023-07-19 14:35:00,14PM,1.17,392.91,Central Jakarta,Menteng Teuku Umar
2023-07-19 14:45:00,14PM,1.07,392.58,Central Jakarta,Menteng Teuku Umar
2023-07-19 14:55:00,14PM,1.07,392.77,Central Jakarta,Menteng Teuku Umar
2023-07-19 15:05:00,15PM,1.08,393.08,Central Jakarta,Menteng Teuku Umar
2023-07-19 15:15:00,15PM,1.12,393.36,Central Jakarta,Menteng Teuku Umar
2023-07-19 15:25:00,15PM,1.23,393.96,Central Jakarta,Menteng Teuku Umar
2023-07-19 15:35:00,15PM,1.28,394.82,Central Jakarta,Menteng Teuku Umar
2023-07-19 15:45:00,15PM,1.34,396.37,Central Jakarta,Menteng Teuku Umar
2023-07-19 15:55:00,15PM,1.47,397.47,Central Jakarta,Menteng Teuku Umar
2023-07-19 16:05:00,16PM,1.6,398.81,Central Jakarta,Menteng Teuku Umar
2023-07-19 16:15:00,16PM,1.77,400.01,Central Jakarta,Menteng Teuku Umar
2023-07-19 16:25:00,16PM,2.02,401.78,Central Jakarta,Menteng Teuku Umar
2023-07-19 16:35:00,16PM,2.37,404.16,Central Jakarta,Menteng Teuku Umar
2023-07-19 16:45:00,16PM,2.81,406.81,Central Jakarta,Menteng Teuku Umar
2023-07-19 16:55:00,16PM,3.12,409.7,Central Jakarta,Menteng Teuku Umar
2023-07-19 17:05:00,17PM,3.38,412.11,Central Jakarta,Menteng Teuku Umar
2023-07-19 17:15:00,17PM,3.59,414.59,Central Jakarta,Menteng Teuku Umar
2023-07-19 17:25:00,17PM,3.65,416.65,Central Jakarta,Menteng Teuku Umar
2023-07-19 17:35:00,17PM,3.59,417.58,Central Jakarta,Menteng Teuku Umar
2023-07-19 17:45:00,17PM,3.6,418.32,Central Jakarta,Menteng Teuku Umar
2023-07-19 17:55:00,17PM,3.64,418.85,Central Jakarta,Menteng Teuku Umar
2023-07-19 18:05:00,18PM,3.62,419.32,Central Jakarta,Menteng Teuku Umar
2023-07-19 18:15:00,18PM,3.65,419.76,Central Jakarta,Menteng Teuku Umar
2023-07-19 18:25:00,18PM,3.5,418.94,Central Jakarta,Menteng Teuku Umar
2023-07-19 18:35:00,18PM,3.44,418.17,Central Jakarta,Menteng Teuku Umar
2023-07-19 18:45:00,18PM,3.41,417.7,Central Jakarta,Menteng Teuku Umar
2023-07-19 18:55:00,18PM,3.46,417.5,Central Jakarta,Menteng Teuku Umar
2023-07-19 19:05:00,19PM,3.61,417.45,Central Jakarta,Menteng Teuku Umar
2023-07-19 19:15:00,19PM,3.79,417.52,Central Jakarta,Menteng Teuku Umar
2023-07-19 19:25:00,19PM,4.17,418.19,Central Jakarta,Menteng Teuku Umar
2023-07-19 19:35:00,19PM,4.48,419.34,Central Jakarta,Menteng Teuku Umar
2023-07-19 19:45:00,19PM,4.62,418.88,Central Jakarta,Menteng Teuku Umar
2023-07-19 19:55:00,19PM,4.7,418.78,Central Jakarta,Menteng Teuku Umar
2023-07-19 20:05:00,20PM,4.74,418.72,Central Jakarta,Menteng Teuku Umar
2023-07-19 20:15:00,20PM,4.75,418.19,Central Jakarta,Menteng Teuku Umar
2023-07-19 20:25:00,20PM,4.79,418.22,Central Jakarta,Menteng Teuku Umar
2023-07-19 20:35:00,20PM,4.9,418.59,Central Jakarta,Menteng Teuku Umar
2023-07-19 20:45:00,20PM,5.12,420.41,Central Jakarta,Menteng Teuku Umar
2023-07-19 20:55:00,20PM,5.29,421.05,Central Jakarta,Menteng Teuku Umar
2023-07-19 21:05:00,21PM,5.54,422.4,Central Jakarta,Menteng Teuku Umar
2023-07-19 21:15:00,21PM,5.89,425.35,Central Jakarta,Menteng Teuku Umar
2023-07-19 21:25:00,21PM,6.32,430.39,Central Jakarta,Menteng Teuku Umar
2023-07-19 21:35:00,21PM,6.62,433.82,Central Jakarta,Menteng Teuku Umar
2023-07-19 21:45:00,21PM,6.87,436.66,Central Jakarta,Menteng Teuku Umar
2023-07-19 21:55:00,21PM,7.17,439.94,Central Jakarta,Menteng Teuku Umar
2023-07-19 22:05:00,22PM,7.42,442.17,Central Jakarta,Menteng Teuku Umar
2023-07-19 22:15:00,22PM,7.62,444.57,Central Jakarta,Menteng Teuku Umar
2023-07-19 22:25:00,22PM,7.83,448.74,Central Jakarta,Menteng Teuku Umar
2023-07-19 22:35:00,22PM,8.21,455.01,Central Jakarta,Menteng Teuku Umar
2023-07-19 22:45:00,22PM,8.66,461.69,Central Jakarta,Menteng Teuku Umar
2023-07-19 22:55:00,22PM,9.14,468.19,Central Jakarta,Menteng Teuku Umar
2023-07-19 23:05:00,23PM,9.5,472.13,Central Jakarta,Menteng Teuku Umar
2023-07-19 23:15:00,23PM,9.73,473.08,Central Jakarta,Menteng Teuku Umar
2023-07-19 23:25:00,23PM,9.86,469.87,Central Jakarta,Menteng Teuku Umar
2023-07-19 23:35:00,23PM,9.87,465.27,Central Jakarta,Menteng Teuku Umar
2023-07-19 23:45:00,23PM,9.78,459.89,Central Jakarta,Menteng Teuku Umar
2023-07-19 23:55:00,23PM,9.64,455.21,Central Jakarta,Menteng Teuku Umar
2023-07-20 00:05:00,0AM,9.6,453.63,Central Jakarta,Menteng Teuku Umar
2023-07-20 00:15:00,0AM,9.67,453.64,Central Jakarta,Menteng Teuku Umar
2023-07-20 00:25:00,0AM,9.72,453.39,Central Jakarta,Menteng Teuku Umar
2023-07-20 00:35:00,0AM,9.76,453.26,Central Jakarta,Menteng Teuku Umar
2023-07-20 00:45:00,0AM,9.77,453.1,Central Jakarta,Menteng Teuku Umar
2023-07-20 00:55:00,0AM,9.72,451.44,Central Jakarta,Menteng Teuku Umar
2023-07-20 01:05:00,1AM,9.63,448.64,Central Jakarta,Menteng Teuku Umar
2023-07-20 01:15:00,1AM,9.44,444.37,Central Jakarta,Menteng Teuku Umar
2023-07-20 01:25:00,1AM,9.12,438.41,Central Jakarta,Menteng Teuku Umar
2023-07-20 01:35:00,1AM,8.81,432.0,Central Jakarta,Menteng Teuku Umar
2023-07-20 01:45:00,1AM,8.57,426.39,Central Jakarta,Menteng Teuku Umar
2023-07-20 01:55:00,1AM,8.44,422.35,Central Jakarta,Menteng Teuku Umar
2023-07-20 02:05:00,2AM,8.39,419.61,Central Jakarta,Menteng Teuku Umar
2023-07-20 02:15:00,2AM,8.35,417.97,Central Jakarta,Menteng Teuku Umar
2023-07-20 02:25:00,2AM,8.4,417.55,Central Jakarta,Menteng Teuku Umar
2023-07-20 02:35:00,2AM,8.39,416.9,Central Jakarta,Menteng Teuku Umar
2023-07-20 02:45:00,2AM,8.32,415.47,Central Jakarta,Menteng Teuku Umar
2023-07-20 02:55:00,2AM,8.21,413.73,Central Jakarta,Menteng Teuku Umar
2023-07-20 03:05:00,3AM,8.07,411.29,Central Jakarta,Menteng Teuku Umar
2023-07-20 03:15:00,3AM,7.99,408.95,Central Jakarta,Menteng Teuku Umar
2023-07-20 03:25:00,3AM,7.96,407.3,Central Jakarta,Menteng Teuku Umar
2023-07-20 03:35:00,3AM,8.01,406.47,Central Jakarta,Menteng Teuku Umar
2023-07-20 03:45:00,3AM,8.08,406.3,Central Jakarta,Menteng Teuku Umar
2023-07-20 03:55:00,3AM,8.16,406.11,Central Jakarta,Menteng Teuku Umar
2023-07-20 04:05:00,4AM,8.24,406.15,Central Jakarta,Menteng Teuku Umar
2023-07-20 04:15:00,4AM,8.32,406.34,Central Jakarta,Menteng Teuku Umar
2023-07-20 04:25:00,4AM,8.35,406.37,Central Jakarta,Menteng Teuku Umar
2023-07-20 04:35:00,4AM,8.41,406.42,Central Jakarta,Menteng Teuku Umar
2023-07-20 04:45:00,4AM,8.46,406.46,Central Jakarta,Menteng Teuku Umar
2023-07-20 04:55:00,4AM,8.46,406.73,Central Jakarta,Menteng Teuku Umar
2023-07-20 05:05:00,5AM,8.45,406.37,Central Jakarta,Menteng Teuku Umar
2023-07-20 05:15:00,5AM,8.45,405.82,Central Jakarta,Menteng Teuku Umar
2023-07-20 05:25:00,5AM,8.42,404.99,Central Jakarta,Menteng Teuku Umar
2023-07-20 05:35:00,5AM,8.28,403.55,Central Jakarta,Menteng Teuku Umar
2023-07-20 05:45:00,5AM,8.18,401.98,Central Jakarta,Menteng Teuku Umar
