Minute,Hour,SO2,CO,Region,Location
2023-07-14 00:05:00,0AM,,,North Jakarta,Ancol
2023-07-14 00:15:00,0AM,,,North Jakarta,Ancol
2023-07-14 00:25:00,0AM,,,North Jakarta,Ancol
2023-07-14 00:35:00,0AM,,,North Jakarta,Ancol
2023-07-14 00:45:00,0AM,,,North Jakarta,Ancol
2023-07-14 00:55:00,0AM,,,North Jakarta,Ancol
2023-07-14 01:05:00,1AM,,,North Jakarta,Ancol
2023-07-14 01:15:00,1AM,,,North Jakarta,Ancol
2023-07-14 01:25:00,1AM,,,North Jakarta,Ancol
2023-07-14 01:35:00,1AM,,,North Jakarta,Ancol
2023-07-14 01:45:00,1AM,,,North Jakarta,Ancol
2023-07-14 01:55:00,1AM,,,North Jakarta,Ancol
2023-07-14 02:05:00,2AM,,,North Jakarta,Ancol
2023-07-14 02:15:00,2AM,,,North Jakarta,Ancol
2023-07-14 02:25:00,2AM,,,North Jakarta,Ancol
2023-07-14 02:35:00,2AM,,,North Jakarta,Ancol
2023-07-14 02:45:00,2AM,,,North Jakarta,Ancol
2023-07-14 02:55:00,2AM,,,North Jakarta,Ancol
2023-07-14 03:05:00,3AM,,,North Jakarta,Ancol
2023-07-14 03:15:00,3AM,,,North Jakarta,Ancol
2023-07-14 03:25:00,3AM,,,North Jakarta,Ancol
2023-07-14 03:35:00,3AM,,,North Jakarta,Ancol
2023-07-14 03:45:00,3AM,,,North Jakarta,Ancol
2023-07-14 03:55:00,3AM,,,North Jakarta,Ancol
2023-07-14 04:05:00,4AM,,,North Jakarta,Ancol
2023-07-14 04:15:00,4AM,,,North Jakarta,Ancol
2023-07-14 04:25:00,4AM,,,North Jakarta,Ancol
2023-07-14 04:35:00,4AM,,,North Jakarta,Ancol
2023-07-14 04:45:00,4AM,,,North Jakarta,Ancol
2023-07-14 04:55:00,4AM,,,North Jakarta,Ancol
2023-07-14 05:05:00,5AM,,,North Jakarta,Ancol
2023-07-14 05:15:00,5AM,,,North Jakarta,Ancol
2023-07-14 05:25:00,5AM,,,North Jakarta,Ancol
2023-07-14 05:35:00,5AM,,,North Jakarta,Ancol
2023-07-14 05:45:00,5AM,,,North Jakarta,Ancol
2023-07-14 05:55:00,5AM,,,North Jakarta,Ancol
2023-07-14 06:05:00,6AM,,,North Jakarta,Ancol
2023-07-14 06:15:00,6AM,,,North Jakarta,Ancol
2023-07-14 06:25:00,6AM,,,North Jakarta,Ancol
2023-07-14 06:35:00,6AM,,,North Jakarta,Ancol
2023-07-14 06:45:00,6AM,,,North Jakarta,Ancol
2023-07-14 06:55:00,6AM,,,North Jakarta,Ancol
2023-07-14 07:05:00,7AM,,,North Jakarta,Ancol
2023-07-14 07:15:00,7AM,,,North Jakarta,Ancol
2023-07-14 07:25:00,7AM,,,North Jakarta,Ancol
2023-07-14 07:35:00,7AM,,,North Jakarta,Ancol
2023-07-14 07:45:00,7AM,,,North Jakarta,Ancol
2023-07-14 07:55:00,7AM,,,North Jakarta,Ancol
2023-07-14 08:05:00,8AM,,,North Jakarta,Ancol
2023-07-14 08:15:00,8AM,,,North Jakarta,Ancol
2023-07-14 08:25:00,8AM,,,North Jakarta,Ancol
2023-07-14 08:35:00,8AM,,,North Jakarta,Ancol
2023-07-14 08:45:00,8AM,,,North Jakarta,Ancol
2023-07-14 08:55:00,8AM,,,North Jakarta,Ancol
2023-07-14 09:05:00,9AM,,,North Jakarta,Ancol
2023-07-14 09:15:00,9AM,,,North Jakarta,Ancol
2023-07-14 09:25:00,9AM,,,North Jakarta,Ancol
2023-07-14 09:35:00,9AM,,,North Jakarta,Ancol
2023-07-14 09:45:00,9AM,,,North Jakarta,Ancol
2023-07-14 09:55:00,9AM,6.66,463.23,North Jakarta,Ancol
2023-07-14 10:05:00,10AM,6.45,463.26,North Jakarta,Ancol
2023-07-14 10:15:00,10AM,,,North Jakarta,Ancol
2023-07-14 10:25:00,10AM,,,North Jakarta,Ancol
2023-07-14 10:35:00,10AM,,,North Jakarta,Ancol
2023-07-14 10:45:00,10AM,,,North Jakarta,Ancol
2023-07-14 10:55:00,10AM,,,North Jakarta,Ancol
2023-07-14 11:05:00,11AM,,,North Jakarta,Ancol
2023-07-14 11:15:00,11AM,,,North Jakarta,Ancol
2023-07-14 11:25:00,11AM,,,North Jakarta,Ancol
2023-07-14 11:35:00,11AM,,,North Jakarta,Ancol
2023-07-14 11:45:00,11AM,,,North Jakarta,Ancol
2023-07-14 11:55:00,11AM,,,North Jakarta,Ancol
2023-07-14 12:05:00,12PM,,,North Jakarta,Ancol
2023-07-14 12:15:00,12PM,,,North Jakarta,Ancol
2023-07-14 12:25:00,12PM,,,North Jakarta,Ancol
2023-07-14 12:35:00,12PM,,,North Jakarta,Ancol
2023-07-14 12:45:00,12PM,,,North Jakarta,Ancol
2023-07-14 12:55:00,12PM,,,North Jakarta,Ancol
2023-07-14 13:05:00,13PM,,,North Jakarta,Ancol
2023-07-14 13:15:00,13PM,,,North Jakarta,Ancol
2023-07-14 13:25:00,13PM,,,North Jakarta,Ancol
2023-07-14 13:35:00,13PM,,,North Jakarta,Ancol
2023-07-14 13:45:00,13PM,,,North Jakarta,Ancol
2023-07-14 13:55:00,13PM,,,North Jakarta,Ancol
2023-07-14 14:05:00,14PM,,,North Jakarta,Ancol
2023-07-14 14:15:00,14PM,,,North Jakarta,Ancol
2023-07-14 14:25:00,14PM,,,North Jakarta,Ancol
2023-07-14 14:35:00,14PM,,,North Jakarta,Ancol
2023-07-14 14:45:00,14PM,,,North Jakarta,Ancol
2023-07-14 14:55:00,14PM,,,North Jakarta,Ancol
2023-07-14 15:05:00,15PM,,,North Jakarta,Ancol
2023-07-14 15:15:00,15PM,,,North Jakarta,Ancol
2023-07-14 15:25:00,15PM,,,North Jakarta,Ancol
2023-07-14 15:35:00,15PM,,,North Jakarta,Ancol
2023-07-14 15:45:00,15PM,,,North Jakarta,Ancol
2023-07-14 15:55:00,15PM,,,North Jakarta,Ancol
2023-07-14 16:05:00,16PM,,,North Jakarta,Ancol
2023-07-14 16:15:00,16PM,,,North Jakarta,Ancol
2023-07-14 16:25:00,16PM,,,North Jakarta,Ancol
2023-07-14 16:35:00,16PM,,,North Jakarta,Ancol
2023-07-14 16:45:00,16PM,,,North Jakarta,Ancol
2023-07-14 16:55:00,16PM,,,North Jakarta,Ancol
2023-07-14 17:05:00,17PM,,,North Jakarta,Ancol
2023-07-14 17:15:00,17PM,,,North Jakarta,Ancol
2023-07-14 17:25:00,17PM,,,North Jakarta,Ancol
2023-07-14 17:35:00,17PM,,,North Jakarta,Ancol
2023-07-14 17:45:00,17PM,,,North Jakarta,Ancol
2023-07-14 17:55:00,17PM,,,North Jakarta,Ancol
2023-07-14 18:05:00,18PM,,,North Jakarta,Ancol
2023-07-14 18:15:00,18PM,,,North Jakarta,Ancol
2023-07-14 18:25:00,18PM,,,North Jakarta,Ancol
2023-07-14 18:35:00,18PM,,,North Jakarta,Ancol
2023-07-14 18:45:00,18PM,,,North Jakarta,Ancol
2023-07-14 18:55:00,18PM,,,North Jakarta,Ancol
2023-07-14 19:05:00,19PM,,,North Jakarta,Ancol
2023-07-14 19:15:00,19PM,,,North Jakarta,Ancol
2023-07-14 19:25:00,19PM,,,North Jakarta,Ancol
2023-07-14 19:35:00,19PM,,,North Jakarta,Ancol
2023-07-14 19:45:00,19PM,,,North Jakarta,Ancol
2023-07-14 19:55:00,19PM,,,North Jakarta,Ancol
2023-07-14 20:05:00,20PM,,,North Jakarta,Ancol
2023-07-14 20:15:00,20PM,,,North Jakarta,Ancol
2023-07-14 20:25:00,20PM,,,North Jakarta,Ancol
2023-07-14 20:35:00,20PM,,,North Jakarta,Ancol
2023-07-14 20:45:00,20PM,,,North Jakarta,Ancol
2023-07-14 20:55:00,20PM,,,North Jakarta,Ancol
2023-07-14 21:05:00,21PM,,,North Jakarta,Ancol
2023-07-14 21:15:00,21PM,,,North Jakarta,Ancol
2023-07-14 21:25:00,21PM,,,North Jakarta,Ancol
2023-07-14 21:35:00,21PM,,,North Jakarta,Ancol
2023-07-14 21:45:00,21PM,,,North Jakarta,Ancol
2023-07-14 21:55:00,21PM,,,North Jakarta,Ancol
2023-07-14 22:05:00,22PM,,,North Jakarta,Ancol
2023-07-14 22:15:00,22PM,,,North Jakarta,Ancol
2023-07-14 22:25:00,22PM,,,North Jakarta,Ancol
2023-07-14 22:35:00,22PM,,,North Jakarta,Ancol
2023-07-14 22:45:00,22PM,,,North Jakarta,Ancol
2023-07-14 22:55:00,22PM,,,North Jakarta,Ancol
2023-07-14 23:05:00,23PM,,,North Jakarta,Ancol
2023-07-14 23:15:00,23PM,,,North Jakarta,Ancol
2023-07-14 23:25:00,23PM,,,North Jakarta,Ancol
2023-07-14 23:35:00,23PM,,,North Jakarta,Ancol
2023-07-14 23:45:00,23PM,,,North Jakarta,Ancol
2023-07-14 23:55:00,23PM,,,North Jakarta,Ancol
2023-07-15 00:05:00,0AM,,,North Jakarta,Ancol
2023-07-15 00:15:00,0AM,,,North Jakarta,Ancol
2023-07-15 00:25:00,0AM,,,North Jakarta,Ancol
2023-07-15 00:35:00,0AM,,,North Jakarta,Ancol
2023-07-15 00:45:00,0AM,,,North Jakarta,Ancol
2023-07-15 00:55:00,0AM,,,North Jakarta,Ancol
2023-07-15 01:05:00,1AM,,,North Jakarta,Ancol
2023-07-15 01:15:00,1AM,,,North Jakarta,Ancol
2023-07-15 01:25:00,1AM,,,North Jakarta,Ancol
2023-07-15 01:35:00,1AM,,,North Jakarta,Ancol
2023-07-15 01:45:00,1AM,,,North Jakarta,Ancol
2023-07-15 01:55:00,1AM,,,North Jakarta,Ancol
2023-07-15 02:05:00,2AM,,,North Jakarta,Ancol
2023-07-15 02:15:00,2AM,,,North Jakarta,Ancol
2023-07-15 02:25:00,2AM,,,North Jakarta,Ancol
2023-07-15 02:35:00,2AM,,,North Jakarta,Ancol
2023-07-15 02:45:00,2AM,,,North Jakarta,Ancol
2023-07-15 02:55:00,2AM,,,North Jakarta,Ancol
2023-07-15 03:05:00,3AM,,,North Jakarta,Ancol
2023-07-15 03:15:00,3AM,,,North Jakarta,Ancol
2023-07-15 03:25:00,3AM,,,North Jakarta,Ancol
2023-07-15 03:35:00,3AM,,,North Jakarta,Ancol
2023-07-15 03:45:00,3AM,,,North Jakarta,Ancol
2023-07-15 03:55:00,3AM,,,North Jakarta,Ancol
2023-07-15 04:05:00,4AM,,,North Jakarta,Ancol
2023-07-15 04:15:00,4AM,,,North Jakarta,Ancol
2023-07-15 04:25:00,4AM,,,North Jakarta,Ancol
2023-07-15 04:35:00,4AM,,,North Jakarta,Ancol
2023-07-15 04:45:00,4AM,,,North Jakarta,Ancol
2023-07-15 04:55:00,4AM,,,North Jakarta,Ancol
2023-07-15 05:05:00,5AM,,,North Jakarta,Ancol
2023-07-15 05:15:00,5AM,,,North Jakarta,Ancol
2023-07-15 05:25:00,5AM,,,North Jakarta,Ancol
2023-07-15 05:35:00,5AM,,,North Jakarta,Ancol
2023-07-15 05:45:00,5AM,,,North Jakarta,Ancol
2023-07-15 05:55:00,5AM,,,North Jakarta,Ancol
2023-07-15 06:05:00,6AM,,,North Jakarta,Ancol
2023-07-15 06:15:00,6AM,,,North Jakarta,Ancol
2023-07-15 06:25:00,6AM,,,North Jakarta,Ancol
2023-07-15 06:35:00,6AM,,,North Jakarta,Ancol
2023-07-15 06:45:00,6AM,,,North Jakarta,Ancol
2023-07-15 06:55:00,6AM,,,North Jakarta,Ancol
2023-07-15 07:05:00,7AM,,,North Jakarta,Ancol
2023-07-15 07:15:00,7AM,,,North Jakarta,Ancol
2023-07-15 07:25:00,7AM,,,North Jakarta,Ancol
2023-07-15 07:35:00,7AM,,,North Jakarta,Ancol
2023-07-15 07:45:00,7AM,,,North Jakarta,Ancol
2023-07-15 07:55:00,7AM,,,North Jakarta,Ancol
2023-07-15 08:05:00,8AM,,,North Jakarta,Ancol
2023-07-15 08:15:00,8AM,,,North Jakarta,Ancol
2023-07-15 08:25:00,8AM,,,North Jakarta,Ancol
2023-07-15 08:35:00,8AM,,,North Jakarta,Ancol
2023-07-15 08:45:00,8AM,,,North Jakarta,Ancol
2023-07-15 08:55:00,8AM,,,North Jakarta,Ancol
2023-07-15 09:05:00,9AM,,,North Jakarta,Ancol
2023-07-15 09:15:00,9AM,,,North Jakarta,Ancol
2023-07-15 09:25:00,9AM,,,North Jakarta,Ancol
2023-07-15 09:35:00,9AM,,,North Jakarta,Ancol
2023-07-15 09:45:00,9AM,,,North Jakarta,Ancol
2023-07-15 09:55:00,9AM,,,North Jakarta,Ancol
2023-07-15 10:05:00,10AM,,,North Jakarta,Ancol
2023-07-15 10:15:00,10AM,,,North Jakarta,Ancol
2023-07-15 10:25:00,10AM,,,North Jakarta,Ancol
2023-07-15 10:35:00,10AM,,,North Jakarta,Ancol
2023-07-15 10:45:00,10AM,,,North Jakarta,Ancol
2023-07-15 10:55:00,10AM,,,North Jakarta,Ancol
2023-07-15 11:05:00,11AM,,,North Jakarta,Ancol
2023-07-15 11:15:00,11AM,,,North Jakarta,Ancol
2023-07-15 11:25:00,11AM,,,North Jakarta,Ancol
2023-07-15 11:35:00,11AM,,,North Jakarta,Ancol
2023-07-15 11:45:00,11AM,,,North Jakarta,Ancol
2023-07-15 11:55:00,11AM,,,North Jakarta,Ancol
2023-07-15 12:05:00,12PM,,,North Jakarta,Ancol
2023-07-15 12:15:00,12PM,,,North Jakarta,Ancol
2023-07-15 12:25:00,12PM,,,North Jakarta,Ancol
2023-07-15 12:35:00,12PM,,,North Jakarta,Ancol
2023-07-15 12:45:00,12PM,,,North Jakarta,Ancol
2023-07-15 12:55:00,12PM,,,North Jakarta,Ancol
2023-07-15 13:05:00,13PM,,,North Jakarta,Ancol
2023-07-15 13:15:00,13PM,,,North Jakarta,Ancol
2023-07-15 13:25:00,13PM,,,North Jakarta,Ancol
2023-07-15 13:35:00,13PM,,,North Jakarta,Ancol
2023-07-15 13:45:00,13PM,,,North Jakarta,Ancol
2023-07-15 13:55:00,13PM,,,North Jakarta,Ancol
2023-07-15 14:05:00,14PM,,,North Jakarta,Ancol
2023-07-15 14:15:00,14PM,,,North Jakarta,Ancol
2023-07-15 14:25:00,14PM,,,North Jakarta,Ancol
2023-07-15 14:35:00,14PM,,,North Jakarta,Ancol
2023-07-15 14:45:00,14PM,,,North Jakarta,Ancol
2023-07-15 14:55:00,14PM,,,North Jakarta,Ancol
2023-07-15 15:05:00,15PM,,,North Jakarta,Ancol
2023-07-15 15:15:00,15PM,,,North Jakarta,Ancol
2023-07-15 15:25:00,15PM,,,North Jakarta,Ancol
2023-07-15 15:35:00,15PM,,,North Jakarta,Ancol
2023-07-15 15:45:00,15PM,,,North Jakarta,Ancol
2023-07-15 15:55:00,15PM,,,North Jakarta,Ancol
2023-07-15 16:05:00,16PM,,,North Jakarta,Ancol
2023-07-15 16:15:00,16PM,,,North Jakarta,Ancol
2023-07-15 16:25:00,16PM,,,North Jakarta,Ancol
2023-07-15 16:35:00,16PM,,,North Jakarta,Ancol
2023-07-15 16:45:00,16PM,,,North Jakarta,Ancol
2023-07-15 16:55:00,16PM,,,North Jakarta,Ancol
2023-07-15 17:05:00,17PM,,,North Jakarta,Ancol
2023-07-15 17:15:00,17PM,,,North Jakarta,Ancol
2023-07-15 17:25:00,17PM,,,North Jakarta,Ancol
2023-07-15 17:35:00,17PM,,,North Jakarta,Ancol
2023-07-15 17:45:00,17PM,,,North Jakarta,Ancol
2023-07-15 17:55:00,17PM,,,North Jakarta,Ancol
2023-07-15 18:05:00,18PM,,,North Jakarta,Ancol
2023-07-15 18:15:00,18PM,,,North Jakarta,Ancol
2023-07-15 18:25:00,18PM,,,North Jakarta,Ancol
2023-07-15 18:35:00,18PM,,,North Jakarta,Ancol
2023-07-15 18:45:00,18PM,,,North Jakarta,Ancol
2023-07-15 18:55:00,18PM,,,North Jakarta,Ancol
2023-07-15 19:05:00,19PM,,,North Jakarta,Ancol
2023-07-15 19:15:00,19PM,,,North Jakarta,Ancol
2023-07-15 19:25:00,19PM,,,North Jakarta,Ancol
2023-07-15 19:35:00,19PM,,,North Jakarta,Ancol
2023-07-15 19:45:00,19PM,,,North Jakarta,Ancol
2023-07-15 19:55:00,19PM,,,North Jakarta,Ancol
2023-07-15 20:05:00,20PM,,,North Jakarta,Ancol
2023-07-15 20:15:00,20PM,,,North Jakarta,Ancol
2023-07-15 20:25:00,20PM,,,North Jakarta,Ancol
2023-07-15 20:35:00,20PM,,,North Jakarta,Ancol
2023-07-15 20:45:00,20PM,,,North Jakarta,Ancol
2023-07-15 20:55:00,20PM,,,North Jakarta,Ancol
2023-07-15 21:05:00,21PM,,,North Jakarta,Ancol
2023-07-15 21:15:00,21PM,,,North Jakarta,Ancol
2023-07-15 21:25:00,21PM,,,North Jakarta,Ancol
2023-07-15 21:35:00,21PM,,,North Jakarta,Ancol
2023-07-15 21:45:00,21PM,,,North Jakarta,Ancol
2023-07-15 21:55:00,21PM,,,North Jakarta,Ancol
2023-07-15 22:05:00,22PM,,,North Jakarta,Ancol
2023-07-15 22:15:00,22PM,,,North Jakarta,Ancol
2023-07-15 22:25:00,22PM,,,North Jakarta,Ancol
2023-07-15 22:35:00,22PM,,,North Jakarta,Ancol
2023-07-15 22:45:00,22PM,,,North Jakarta,Ancol
2023-07-15 22:55:00,22PM,,,North Jakarta,Ancol
2023-07-15 23:05:00,23PM,,,North Jakarta,Ancol
2023-07-15 23:15:00,23PM,,,North Jakarta,Ancol
2023-07-15 23:25:00,23PM,,,North Jakarta,Ancol
2023-07-15 23:35:00,23PM,,,North Jakarta,Ancol
2023-07-15 23:45:00,23PM,,,North Jakarta,Ancol
2023-07-15 23:55:00,23PM,,,North Jakarta,Ancol
2023-07-16 00:05:00,0AM,,,North Jakarta,Ancol
2023-07-16 00:15:00,0AM,,,North Jakarta,Ancol
2023-07-16 00:25:00,0AM,,,North Jakarta,Ancol
2023-07-16 00:35:00,0AM,,,North Jakarta,Ancol
2023-07-16 00:45:00,0AM,,,North Jakarta,Ancol
2023-07-16 00:55:00,0AM,,,North Jakarta,Ancol
2023-07-16 01:05:00,1AM,,,North Jakarta,Ancol
2023-07-16 01:15:00,1AM,,,North Jakarta,Ancol
2023-07-16 01:25:00,1AM,,,North Jakarta,Ancol
2023-07-16 01:35:00,1AM,,,North Jakarta,Ancol
2023-07-16 01:45:00,1AM,,,North Jakarta,Ancol
2023-07-16 01:55:00,1AM,,,North Jakarta,Ancol
2023-07-16 02:05:00,2AM,,,North Jakarta,Ancol
2023-07-16 02:15:00,2AM,,,North Jakarta,Ancol
2023-07-16 02:25:00,2AM,,,North Jakarta,Ancol
2023-07-16 02:35:00,2AM,,,North Jakarta,Ancol
2023-07-16 02:45:00,2AM,,,North Jakarta,Ancol
2023-07-16 02:55:00,2AM,,,North Jakarta,Ancol
2023-07-16 03:05:00,3AM,,,North Jakarta,Ancol
2023-07-16 03:15:00,3AM,,,North Jakarta,Ancol
2023-07-16 03:25:00,3AM,,,North Jakarta,Ancol
2023-07-16 03:35:00,3AM,,,North Jakarta,Ancol
2023-07-16 03:45:00,3AM,,,North Jakarta,Ancol
2023-07-16 03:55:00,3AM,,,North Jakarta,Ancol
2023-07-16 04:05:00,4AM,,,North Jakarta,Ancol
2023-07-16 04:15:00,4AM,,,North Jakarta,Ancol
2023-07-16 04:25:00,4AM,,,North Jakarta,Ancol
2023-07-16 04:35:00,4AM,,,North Jakarta,Ancol
2023-07-16 04:45:00,4AM,,,North Jakarta,Ancol
2023-07-16 04:55:00,4AM,,,North Jakarta,Ancol
2023-07-16 05:05:00,5AM,,,North Jakarta,Ancol
2023-07-16 05:15:00,5AM,,,North Jakarta,Ancol
2023-07-16 05:25:00,5AM,,,North Jakarta,Ancol
2023-07-16 05:35:00,5AM,,,North Jakarta,Ancol
2023-07-16 05:45:00,5AM,,,North Jakarta,Ancol
2023-07-16 05:55:00,5AM,,,North Jakarta,Ancol
2023-07-16 06:05:00,6AM,,,North Jakarta,Ancol
2023-07-16 06:15:00,6AM,,,North Jakarta,Ancol
2023-07-16 06:25:00,6AM,,,North Jakarta,Ancol
2023-07-16 06:35:00,6AM,,,North Jakarta,Ancol
2023-07-16 06:45:00,6AM,,,North Jakarta,Ancol
2023-07-16 06:55:00,6AM,,,North Jakarta,Ancol
2023-07-16 07:05:00,7AM,,,North Jakarta,Ancol
2023-07-16 07:15:00,7AM,,,North Jakarta,Ancol
2023-07-16 07:25:00,7AM,,,North Jakarta,Ancol
2023-07-16 07:35:00,7AM,,,North Jakarta,Ancol
2023-07-16 07:45:00,7AM,,,North Jakarta,Ancol
2023-07-16 07:55:00,7AM,,,North Jakarta,Ancol
2023-07-16 08:05:00,8AM,,,North Jakarta,Ancol
2023-07-16 08:15:00,8AM,,,North Jakarta,Ancol
2023-07-16 08:25:00,8AM,,,North Jakarta,Ancol
2023-07-16 08:35:00,8AM,,,North Jakarta,Ancol
2023-07-16 08:45:00,8AM,,,North Jakarta,Ancol
2023-07-16 08:55:00,8AM,,,North Jakarta,Ancol
2023-07-16 09:05:00,9AM,,,North Jakarta,Ancol
2023-07-16 09:15:00,9AM,,,North Jakarta,Ancol
2023-07-16 09:25:00,9AM,,,North Jakarta,Ancol
2023-07-16 09:35:00,9AM,,,North Jakarta,Ancol
2023-07-16 09:45:00,9AM,,,North Jakarta,Ancol
2023-07-16 09:55:00,9AM,,,North Jakarta,Ancol
2023-07-16 10:05:00,10AM,,,North Jakarta,Ancol
2023-07-16 10:15:00,10AM,,,North Jakarta,Ancol
2023-07-16 10:25:00,10AM,,,North Jakarta,Ancol
2023-07-16 10:35:00,10AM,,,North Jakarta,Ancol
2023-07-16 10:45:00,10AM,,,North Jakarta,Ancol
2023-07-16 10:55:00,10AM,,,North Jakarta,Ancol
2023-07-16 11:05:00,11AM,,,North Jakarta,Ancol
2023-07-16 11:15:00,11AM,,,North Jakarta,Ancol
2023-07-16 11:25:00,11AM,,,North Jakarta,Ancol
2023-07-16 11:35:00,11AM,,,North Jakarta,Ancol
2023-07-16 11:45:00,11AM,,,North Jakarta,Ancol
2023-07-16 11:55:00,11AM,,,North Jakarta,Ancol
2023-07-16 12:05:00,12PM,,,North Jakarta,Ancol
2023-07-16 12:15:00,12PM,,,North Jakarta,Ancol
2023-07-16 12:25:00,12PM,,,North Jakarta,Ancol
2023-07-16 12:35:00,12PM,,,North Jakarta,Ancol
2023-07-16 12:45:00,12PM,,,North Jakarta,Ancol
2023-07-16 12:55:00,12PM,,,North Jakarta,Ancol
2023-07-16 13:05:00,13PM,,,North Jakarta,Ancol
2023-07-16 13:15:00,13PM,,,North Jakarta,Ancol
2023-07-16 13:25:00,13PM,,,North Jakarta,Ancol
2023-07-16 13:35:00,13PM,,,North Jakarta,Ancol
2023-07-16 13:45:00,13PM,,,North Jakarta,Ancol
2023-07-16 13:55:00,13PM,,,North Jakarta,Ancol
2023-07-16 14:05:00,14PM,,,North Jakarta,Ancol
2023-07-16 14:15:00,14PM,,,North Jakarta,Ancol
2023-07-16 14:25:00,14PM,,,North Jakarta,Ancol
2023-07-16 14:35:00,14PM,,,North Jakarta,Ancol
2023-07-16 14:45:00,14PM,,,North Jakarta,Ancol
2023-07-16 14:55:00,14PM,,,North Jakarta,Ancol
2023-07-16 15:05:00,15PM,,,North Jakarta,Ancol
2023-07-16 15:15:00,15PM,,,North Jakarta,Ancol
2023-07-16 15:25:00,15PM,,,North Jakarta,Ancol
2023-07-16 15:35:00,15PM,,,North Jakarta,Ancol
2023-07-16 15:45:00,15PM,,,North Jakarta,Ancol
2023-07-16 15:55:00,15PM,,,North Jakarta,Ancol
2023-07-16 16:05:00,16PM,,,North Jakarta,Ancol
2023-07-16 16:15:00,16PM,,,North Jakarta,Ancol
2023-07-16 16:25:00,16PM,,,North Jakarta,Ancol
2023-07-16 16:35:00,16PM,,,North Jakarta,Ancol
2023-07-16 16:45:00,16PM,,,North Jakarta,Ancol
2023-07-16 16:55:00,16PM,,,North Jakarta,Ancol
2023-07-16 17:05:00,17PM,,,North Jakarta,Ancol
2023-07-16 17:15:00,17PM,,,North Jakarta,Ancol
2023-07-16 17:25:00,17PM,,,North Jakarta,Ancol
2023-07-16 17:35:00,17PM,,,North Jakarta,Ancol
2023-07-16 17:45:00,17PM,,,North Jakarta,Ancol
2023-07-16 17:55:00,17PM,,,North Jakarta,Ancol
2023-07-16 18:05:00,18PM,,,North Jakarta,Ancol
2023-07-16 18:15:00,18PM,,,North Jakarta,Ancol
2023-07-16 18:25:00,18PM,,,North Jakarta,Ancol
2023-07-16 18:35:00,18PM,,,North Jakarta,Ancol
2023-07-16 18:45:00,18PM,,,North Jakarta,Ancol
2023-07-16 18:55:00,18PM,,,North Jakarta,Ancol
2023-07-16 19:05:00,19PM,,,North Jakarta,Ancol
2023-07-16 19:15:00,19PM,,,North Jakarta,Ancol
2023-07-16 19:25:00,19PM,,,North Jakarta,Ancol
2023-07-16 19:35:00,19PM,,,North Jakarta,Ancol
2023-07-16 19:45:00,19PM,,,North Jakarta,Ancol
2023-07-16 19:55:00,19PM,,,North Jakarta,Ancol
2023-07-16 20:05:00,20PM,,,North Jakarta,Ancol
2023-07-16 20:15:00,20PM,,,North Jakarta,Ancol
2023-07-16 20:25:00,20PM,,,North Jakarta,Ancol
2023-07-16 20:35:00,20PM,,,North Jakarta,Ancol
2023-07-16 20:45:00,20PM,,,North Jakarta,Ancol
2023-07-16 20:55:00,20PM,,,North Jakarta,Ancol
2023-07-16 21:05:00,21PM,,,North Jakarta,Ancol
2023-07-16 21:15:00,21PM,,,North Jakarta,Ancol
2023-07-16 21:25:00,21PM,,,North Jakarta,Ancol
2023-07-16 21:35:00,21PM,,,North Jakarta,Ancol
2023-07-16 21:45:00,21PM,,,North Jakarta,Ancol
2023-07-16 21:55:00,21PM,,,North Jakarta,Ancol
2023-07-16 22:05:00,22PM,,,North Jakarta,Ancol
2023-07-16 22:15:00,22PM,,,North Jakarta,Ancol
2023-07-16 22:25:00,22PM,,,North Jakarta,Ancol
2023-07-16 22:35:00,22PM,,,North Jakarta,Ancol
2023-07-16 22:45:00,22PM,,,North Jakarta,Ancol
2023-07-16 22:55:00,22PM,,,North Jakarta,Ancol
2023-07-16 23:05:00,23PM,,,North Jakarta,Ancol
2023-07-16 23:15:00,23PM,,,North Jakarta,Ancol
2023-07-16 23:25:00,23PM,,,North Jakarta,Ancol
2023-07-16 23:35:00,23PM,,,North Jakarta,Ancol
2023-07-16 23:45:00,23PM,,,North Jakarta,Ancol
2023-07-16 23:55:00,23PM,,,North Jakarta,Ancol
2023-07-17 00:05:00,0AM,,,North Jakarta,Ancol
2023-07-17 00:15:00,0AM,,,North Jakarta,Ancol
2023-07-17 00:25:00,0AM,,,North Jakarta,Ancol
2023-07-17 00:35:00,0AM,,,North Jakarta,Ancol
2023-07-17 00:45:00,0AM,,,North Jakarta,Ancol
2023-07-17 00:55:00,0AM,,,North Jakarta,Ancol
2023-07-17 01:05:00,1AM,,,North Jakarta,Ancol
2023-07-17 01:15:00,1AM,,,North Jakarta,Ancol
2023-07-17 01:25:00,1AM,,,North Jakarta,Ancol
2023-07-17 01:35:00,1AM,,,North Jakarta,Ancol
2023-07-17 01:45:00,1AM,,,North Jakarta,Ancol
2023-07-17 01:55:00,1AM,,,North Jakarta,Ancol
2023-07-17 02:05:00,2AM,,,North Jakarta,Ancol
2023-07-17 02:15:00,2AM,,,North Jakarta,Ancol
2023-07-17 02:25:00,2AM,,,North Jakarta,Ancol
2023-07-17 02:35:00,2AM,,,North Jakarta,Ancol
2023-07-17 02:45:00,2AM,,,North Jakarta,Ancol
2023-07-17 02:55:00,2AM,,,North Jakarta,Ancol
