Minute,Hour,Temperature,Pressure,Humidity,PM1,PM2.5,PM10,Region,Location
2023-07-14 00:05:00,0AM,21.26,1020.31,80.58,22.01,35.4,43.39,Bandung,Ciroyom
2023-07-14 00:15:00,0AM,21.17,1020.28,80.95,22.05,35.55,43.59,Bandung,Ciroyom
2023-07-14 00:25:00,0AM,21.11,1020.23,81.15,22.08,35.59,43.62,Bandung,Ciroyom
2023-07-14 00:35:00,0AM,21.0,1020.18,81.55,21.73,34.99,42.73,Bandung,Ciroyom
2023-07-14 00:45:00,0AM,20.77,1020.12,82.32,21.39,34.36,41.81,Bandung,Ciroyom
2023-07-14 00:55:00,0AM,20.54,1020.03,83.09,21.29,34.14,41.47,Bandung,Ciroyom
2023-07-14 01:05:00,1AM,20.32,1019.94,83.87,21.2,33.97,41.25,Bandung,Ciroyom
2023-07-14 01:15:00,1AM,20.09,1019.86,84.66,21.14,33.81,41.0,Bandung,Ciroyom
2023-07-14 01:25:00,1AM,19.85,1019.75,85.43,20.96,33.51,40.53,Bandung,Ciroyom
2023-07-14 01:35:00,1AM,19.71,1019.61,85.79,22.58,36.52,43.74,Bandung,Ciroyom
2023-07-14 01:45:00,1AM,19.52,1019.47,86.32,26.77,43.86,51.2,Bandung,Ciroyom
2023-07-14 01:55:00,1AM,19.35,1019.34,86.86,30.61,50.56,57.81,Bandung,Ciroyom
2023-07-14 02:05:00,2AM,19.19,1019.21,87.42,32.62,53.96,61.14,Bandung,Ciroyom
2023-07-14 02:15:00,2AM,19.02,1019.07,88.08,33.05,54.7,62.29,Bandung,Ciroyom
2023-07-14 02:25:00,2AM,18.86,1018.96,88.77,33.86,56.15,64.18,Bandung,Ciroyom
2023-07-14 02:35:00,2AM,18.71,1018.86,89.48,33.32,55.07,63.48,Bandung,Ciroyom
2023-07-14 02:45:00,2AM,18.74,1018.77,89.62,30.6,50.4,58.94,Bandung,Ciroyom
2023-07-14 02:55:00,2AM,18.77,1018.7,89.75,29.27,48.28,56.78,Bandung,Ciroyom
2023-07-14 03:05:00,3AM,18.8,1018.63,89.9,32.81,54.74,63.49,Bandung,Ciroyom
2023-07-14 03:15:00,3AM,18.82,1018.57,89.97,38.03,64.2,72.82,Bandung,Ciroyom
2023-07-14 03:25:00,3AM,18.84,1018.5,89.95,39.52,67.13,75.16,Bandung,Ciroyom
2023-07-14 03:35:00,3AM,18.84,1018.44,89.92,40.08,68.48,76.01,Bandung,Ciroyom
2023-07-14 03:45:00,3AM,18.83,1018.4,89.86,39.83,68.01,75.75,Bandung,Ciroyom
2023-07-14 03:55:00,3AM,18.79,1018.37,89.8,38.39,65.4,73.8,Bandung,Ciroyom
2023-07-14 04:05:00,4AM,18.74,1018.35,89.66,33.96,57.48,66.26,Bandung,Ciroyom
2023-07-14 04:15:00,4AM,18.7,1018.35,89.53,29.25,49.09,58.12,Bandung,Ciroyom
2023-07-14 04:25:00,4AM,18.67,1018.35,89.48,27.67,45.89,55.57,Bandung,Ciroyom
2023-07-14 04:35:00,4AM,18.66,1018.36,89.43,26.65,43.61,53.69,Bandung,Ciroyom
2023-07-14 04:45:00,4AM,18.65,1018.36,89.42,26.21,42.67,52.84,Bandung,Ciroyom
2023-07-14 04:55:00,4AM,18.65,1018.35,89.46,26.0,42.07,52.34,Bandung,Ciroyom
2023-07-14 05:05:00,5AM,18.65,1018.35,89.51,25.65,41.32,51.61,Bandung,Ciroyom
2023-07-14 05:15:00,5AM,18.64,1018.35,89.52,25.22,40.38,50.56,Bandung,Ciroyom
2023-07-14 05:25:00,5AM,18.63,1018.35,89.55,25.27,40.4,50.59,Bandung,Ciroyom
2023-07-14 05:35:00,5AM,18.62,1018.35,89.57,25.63,40.99,51.32,Bandung,Ciroyom
2023-07-14 05:45:00,5AM,18.59,1018.37,89.58,26.68,42.67,52.61,Bandung,Ciroyom
2023-07-14 05:55:00,5AM,18.57,1018.38,89.53,28.37,46.19,55.38,Bandung,Ciroyom
2023-07-14 06:05:00,6AM,18.59,1018.42,89.6,31.54,52.13,60.67,Bandung,Ciroyom
2023-07-14 06:15:00,6AM,18.61,1018.45,89.68,34.03,56.86,64.89,Bandung,Ciroyom
2023-07-14 06:25:00,6AM,18.64,1018.5,89.76,37.54,63.38,70.97,Bandung,Ciroyom
2023-07-14 06:35:00,6AM,18.66,1018.57,89.88,39.48,66.82,73.52,Bandung,Ciroyom
2023-07-14 06:45:00,6AM,18.7,1018.63,90.07,40.96,69.41,75.61,Bandung,Ciroyom
2023-07-14 06:55:00,6AM,18.73,1018.71,90.33,41.24,69.19,75.12,Bandung,Ciroyom
2023-07-14 07:05:00,7AM,18.73,1018.8,90.5,39.36,65.53,71.5,Bandung,Ciroyom
2023-07-14 07:15:00,7AM,18.82,1018.89,90.27,39.02,64.48,70.28,Bandung,Ciroyom
2023-07-14 07:25:00,7AM,19.0,1019.01,89.62,35.65,58.29,64.46,Bandung,Ciroyom
2023-07-14 07:35:00,7AM,19.18,1019.11,88.95,33.5,54.37,61.33,Bandung,Ciroyom
2023-07-14 07:45:00,7AM,19.36,1019.22,88.21,30.92,49.91,57.71,Bandung,Ciroyom
2023-07-14 07:55:00,7AM,19.56,1019.32,87.44,28.65,46.06,54.66,Bandung,Ciroyom
2023-07-14 08:05:00,8AM,19.77,1019.42,86.63,26.73,42.73,51.4,Bandung,Ciroyom
2023-07-14 08:15:00,8AM,20.05,1019.51,85.58,24.06,38.13,47.06,Bandung,Ciroyom
2023-07-14 08:25:00,8AM,20.42,1019.6,84.32,22.56,35.62,43.72,Bandung,Ciroyom
2023-07-14 08:35:00,8AM,20.78,1019.68,83.02,20.95,33.0,39.8,Bandung,Ciroyom
2023-07-14 08:45:00,8AM,21.15,1019.75,81.7,19.16,30.14,35.63,Bandung,Ciroyom
2023-07-14 08:55:00,8AM,21.51,1019.8,80.39,18.27,28.82,33.71,Bandung,Ciroyom
2023-07-14 09:05:00,9AM,21.87,1019.84,79.05,17.42,27.57,31.99,Bandung,Ciroyom
2023-07-14 09:15:00,9AM,22.09,1019.85,78.32,16.18,25.72,29.22,Bandung,Ciroyom
2023-07-14 09:25:00,9AM,22.26,1019.83,77.69,15.72,24.86,27.82,Bandung,Ciroyom
2023-07-14 09:35:00,9AM,22.56,1019.8,76.53,15.51,24.49,27.31,Bandung,Ciroyom
2023-07-14 09:45:00,9AM,22.86,1019.75,75.37,15.7,24.58,27.37,Bandung,Ciroyom
2023-07-14 09:55:00,9AM,23.16,1019.69,74.21,14.9,23.12,25.17,Bandung,Ciroyom
2023-07-14 10:05:00,10AM,23.46,1019.62,73.05,14.32,22.05,23.56,Bandung,Ciroyom
2023-07-14 10:15:00,10AM,23.75,1019.57,71.89,14.01,21.39,22.77,Bandung,Ciroyom
2023-07-14 10:25:00,10AM,24.02,1019.52,70.96,13.9,21.25,22.62,Bandung,Ciroyom
2023-07-14 10:35:00,10AM,24.27,1019.47,70.24,13.87,21.24,22.62,Bandung,Ciroyom
2023-07-14 10:45:00,10AM,24.52,1019.43,69.53,13.37,20.59,21.84,Bandung,Ciroyom
2023-07-14 10:55:00,10AM,24.75,1019.37,68.8,13.24,20.33,21.52,Bandung,Ciroyom
2023-07-14 11:05:00,11AM,24.98,1019.31,68.13,13.29,20.33,21.53,Bandung,Ciroyom
2023-07-14 11:15:00,11AM,25.22,1019.2,67.49,13.63,20.92,22.19,Bandung,Ciroyom
2023-07-14 11:25:00,11AM,25.38,1019.08,67.14,13.22,20.12,21.2,Bandung,Ciroyom
2023-07-14 11:35:00,11AM,25.57,1018.95,66.39,12.96,19.58,20.57,Bandung,Ciroyom
2023-07-14 11:45:00,11AM,25.75,1018.81,65.66,13.5,20.41,21.56,Bandung,Ciroyom
2023-07-14 11:55:00,11AM,25.94,1018.69,64.95,13.88,21.0,22.25,Bandung,Ciroyom
2023-07-14 12:05:00,12PM,26.13,1018.57,64.2,14.24,21.5,22.85,Bandung,Ciroyom
2023-07-14 12:15:00,12PM,26.31,1018.47,63.44,14.48,21.7,23.0,Bandung,Ciroyom
2023-07-14 12:25:00,12PM,26.48,1018.36,62.7,15.12,22.68,24.16,Bandung,Ciroyom
2023-07-14 12:35:00,12PM,26.51,1018.24,62.73,15.82,23.77,25.46,Bandung,Ciroyom
2023-07-14 12:45:00,12PM,26.55,1018.13,62.72,15.65,23.33,24.86,Bandung,Ciroyom
2023-07-14 12:55:00,12PM,26.66,1017.99,62.59,15.41,22.9,24.3,Bandung,Ciroyom
2023-07-14 13:05:00,13PM,26.83,1017.86,62.33,15.08,22.39,23.64,Bandung,Ciroyom
2023-07-14 13:15:00,13PM,26.99,1017.71,62.09,14.85,21.99,23.2,Bandung,Ciroyom
2023-07-14 13:25:00,13PM,27.16,1017.55,61.86,14.49,21.38,22.45,Bandung,Ciroyom
2023-07-14 13:35:00,13PM,27.34,1017.4,61.61,13.92,20.54,21.41,Bandung,Ciroyom
2023-07-14 13:45:00,13PM,27.5,1017.24,61.36,13.59,20.01,20.89,Bandung,Ciroyom
2023-07-14 13:55:00,13PM,27.59,1017.08,61.24,13.41,19.72,20.59,Bandung,Ciroyom
2023-07-14 14:05:00,14PM,27.63,1016.93,61.32,13.37,19.64,20.55,Bandung,Ciroyom
2023-07-14 14:15:00,14PM,27.69,1016.79,61.38,13.14,19.39,20.3,Bandung,Ciroyom
2023-07-14 14:25:00,14PM,27.78,1016.65,61.44,13.02,19.29,20.25,Bandung,Ciroyom
2023-07-14 14:35:00,14PM,27.88,1016.54,61.46,12.95,19.3,20.29,Bandung,Ciroyom
2023-07-14 14:45:00,14PM,27.95,1016.43,61.49,13.04,19.63,20.64,Bandung,Ciroyom
2023-07-14 14:55:00,14PM,27.97,1016.34,61.5,13.22,19.95,20.95,Bandung,Ciroyom
2023-07-14 15:05:00,15PM,27.87,1016.26,61.75,13.41,20.31,21.31,Bandung,Ciroyom
2023-07-14 15:15:00,15PM,27.64,1016.2,62.25,13.57,20.6,21.68,Bandung,Ciroyom
2023-07-14 15:25:00,15PM,27.39,1016.14,62.74,13.94,21.28,22.41,Bandung,Ciroyom
2023-07-14 15:35:00,15PM,27.11,1016.08,63.27,14.48,21.97,23.16,Bandung,Ciroyom
2023-07-14 15:45:00,15PM,26.85,1016.04,63.8,15.04,22.76,24.17,Bandung,Ciroyom
2023-07-14 15:55:00,15PM,26.62,1015.99,64.34,15.54,23.58,25.37,Bandung,Ciroyom
2023-07-14 16:05:00,16PM,26.45,1015.94,64.89,15.87,24.16,26.2,Bandung,Ciroyom
2023-07-14 16:15:00,16PM,26.32,1015.93,65.49,16.39,24.95,27.27,Bandung,Ciroyom
2023-07-14 16:25:00,16PM,26.18,1015.92,66.05,16.78,25.55,28.26,Bandung,Ciroyom
2023-07-14 16:35:00,16PM,26.03,1015.92,66.61,16.98,26.05,29.24,Bandung,Ciroyom
2023-07-14 16:45:00,16PM,25.88,1015.94,67.17,16.72,25.84,28.93,Bandung,Ciroyom
2023-07-14 16:55:00,16PM,25.72,1015.99,67.73,16.3,25.26,28.05,Bandung,Ciroyom
2023-07-14 17:05:00,17PM,25.6,1016.05,67.99,15.86,24.56,27.11,Bandung,Ciroyom
2023-07-14 17:15:00,17PM,25.45,1016.13,68.01,15.01,23.39,25.58,Bandung,Ciroyom
2023-07-14 17:25:00,17PM,25.3,1016.22,68.06,14.43,22.34,24.11,Bandung,Ciroyom
2023-07-14 17:35:00,17PM,25.14,1016.35,68.13,13.52,20.73,21.94,Bandung,Ciroyom
2023-07-14 17:45:00,17PM,24.99,1016.47,68.22,12.83,19.58,20.62,Bandung,Ciroyom
2023-07-14 17:55:00,17PM,24.85,1016.59,68.3,12.21,18.65,19.6,Bandung,Ciroyom
2023-07-14 18:05:00,18PM,24.72,1016.71,68.41,12.08,18.36,19.32,Bandung,Ciroyom
2023-07-14 18:15:00,18PM,24.66,1016.83,68.45,12.08,18.27,19.21,Bandung,Ciroyom
2023-07-14 18:25:00,18PM,24.6,1016.97,68.48,11.78,17.84,18.72,Bandung,Ciroyom
2023-07-14 18:35:00,18PM,24.55,1017.08,68.5,11.89,18.09,18.99,Bandung,Ciroyom
2023-07-14 18:45:00,18PM,24.49,1017.18,68.48,12.35,18.8,19.75,Bandung,Ciroyom
2023-07-14 18:55:00,18PM,24.45,1017.3,68.45,12.61,19.12,20.06,Bandung,Ciroyom
2023-07-14 19:05:00,19PM,24.08,1017.43,69.74,12.72,19.45,20.38,Bandung,Ciroyom
2023-07-14 19:15:00,19PM,23.72,1017.55,71.01,13.41,20.39,21.6,Bandung,Ciroyom
2023-07-14 19:25:00,19PM,23.35,1017.66,72.27,13.76,20.99,22.25,Bandung,Ciroyom
2023-07-14 19:35:00,19PM,22.99,1017.79,73.53,13.79,20.98,22.26,Bandung,Ciroyom
2023-07-14 19:45:00,19PM,22.64,1017.93,74.8,13.77,20.89,22.35,Bandung,Ciroyom
2023-07-14 19:55:00,19PM,22.29,1018.07,76.09,13.49,20.35,21.86,Bandung,Ciroyom
2023-07-14 20:05:00,20PM,22.17,1018.23,76.52,12.82,19.19,20.66,Bandung,Ciroyom
2023-07-14 20:15:00,20PM,22.05,1018.4,76.97,11.64,17.5,18.65,Bandung,Ciroyom
2023-07-14 20:25:00,20PM,21.94,1018.56,77.41,10.89,16.26,17.36,Bandung,Ciroyom
2023-07-14 20:35:00,20PM,21.83,1018.72,77.86,10.0,14.94,15.94,Bandung,Ciroyom
2023-07-14 20:45:00,20PM,21.71,1018.88,78.31,9.04,13.38,14.15,Bandung,Ciroyom
2023-07-14 20:55:00,20PM,21.59,1019.01,78.77,8.68,12.88,13.58,Bandung,Ciroyom
2023-07-14 21:05:00,21PM,21.54,1019.13,78.77,8.41,12.48,13.09,Bandung,Ciroyom
2023-07-14 21:15:00,21PM,21.47,1019.2,78.79,8.33,12.27,12.88,Bandung,Ciroyom
2023-07-14 21:25:00,21PM,21.4,1019.28,78.84,8.08,11.99,12.52,Bandung,Ciroyom
2023-07-14 21:35:00,21PM,21.33,1019.36,78.9,8.28,12.34,12.88,Bandung,Ciroyom
2023-07-14 21:45:00,21PM,21.26,1019.4,78.97,8.42,12.58,13.13,Bandung,Ciroyom
2023-07-14 21:55:00,21PM,21.19,1019.44,79.05,8.43,12.59,13.15,Bandung,Ciroyom
2023-07-14 22:05:00,22PM,21.14,1019.46,79.1,8.72,13.04,13.66,Bandung,Ciroyom
2023-07-14 22:15:00,22PM,21.12,1019.49,79.14,8.77,13.17,13.84,Bandung,Ciroyom
2023-07-14 22:25:00,22PM,21.1,1019.48,79.16,8.83,13.24,13.96,Bandung,Ciroyom
2023-07-14 22:35:00,22PM,21.09,1019.47,79.16,8.87,13.19,13.94,Bandung,Ciroyom
2023-07-14 22:45:00,22PM,20.98,1019.48,79.51,8.98,13.46,14.22,Bandung,Ciroyom
2023-07-14 22:55:00,22PM,20.78,1019.48,80.23,9.07,13.67,14.47,Bandung,Ciroyom
2023-07-14 23:05:00,23PM,20.59,1019.49,80.95,8.9,13.4,14.19,Bandung,Ciroyom
2023-07-14 23:15:00,23PM,20.38,1019.51,81.68,8.83,13.33,14.09,Bandung,Ciroyom
2023-07-14 23:25:00,23PM,20.18,1019.52,82.41,8.79,13.29,14.07,Bandung,Ciroyom
2023-07-14 23:35:00,23PM,19.98,1019.53,83.15,8.75,13.26,14.01,Bandung,Ciroyom
2023-07-14 23:45:00,23PM,19.85,1019.51,83.63,8.63,12.97,13.71,Bandung,Ciroyom
2023-07-14 23:55:00,23PM,19.81,1019.49,83.89,8.7,13.11,13.81,Bandung,Ciroyom
2023-07-15 00:05:00,0AM,19.76,1019.46,84.15,8.85,13.39,14.13,Bandung,Ciroyom
2023-07-15 00:15:00,0AM,19.71,1019.41,84.4,8.99,13.58,14.32,Bandung,Ciroyom
2023-07-15 00:25:00,0AM,19.67,1019.35,84.64,9.19,13.76,14.51,Bandung,Ciroyom
2023-07-15 00:35:00,0AM,19.63,1019.27,84.86,9.46,14.24,15.0,Bandung,Ciroyom
2023-07-15 00:45:00,0AM,19.62,1019.19,84.96,9.98,15.07,15.85,Bandung,Ciroyom
2023-07-15 00:55:00,0AM,19.57,1019.1,85.09,9.95,14.99,15.77,Bandung,Ciroyom
2023-07-15 01:05:00,1AM,19.53,1019.0,85.22,9.94,14.92,15.66,Bandung,Ciroyom
2023-07-15 01:15:00,1AM,19.5,1018.9,85.34,9.98,14.92,15.65,Bandung,Ciroyom
2023-07-15 01:25:00,1AM,19.47,1018.81,85.45,10.61,16.09,16.87,Bandung,Ciroyom
2023-07-15 01:35:00,1AM,19.45,1018.73,85.58,10.86,16.5,17.28,Bandung,Ciroyom
2023-07-15 01:45:00,1AM,19.43,1018.66,85.72,11.2,16.99,17.79,Bandung,Ciroyom
2023-07-15 01:55:00,1AM,19.46,1018.6,85.77,11.9,18.22,19.09,Bandung,Ciroyom
2023-07-15 02:05:00,2AM,19.47,1018.55,85.88,12.48,19.18,20.24,Bandung,Ciroyom
2023-07-15 02:15:00,2AM,19.47,1018.49,86.02,13.25,20.47,21.69,Bandung,Ciroyom
2023-07-15 02:25:00,2AM,19.47,1018.43,86.18,13.54,20.92,22.25,Bandung,Ciroyom
2023-07-15 02:35:00,2AM,19.47,1018.34,86.35,14.47,22.48,24.41,Bandung,Ciroyom
2023-07-15 02:45:00,2AM,19.45,1018.24,86.54,14.92,23.2,25.32,Bandung,Ciroyom
2023-07-15 02:55:00,2AM,19.44,1018.14,86.67,15.05,23.33,25.5,Bandung,Ciroyom
2023-07-15 03:05:00,3AM,19.41,1018.05,86.75,15.27,23.6,25.74,Bandung,Ciroyom
2023-07-15 03:15:00,3AM,19.39,1017.98,86.83,15.59,24.02,26.29,Bandung,Ciroyom
2023-07-15 03:25:00,3AM,19.35,1017.92,86.91,15.93,24.45,26.97,Bandung,Ciroyom
2023-07-15 03:35:00,3AM,19.31,1017.88,86.99,15.99,24.48,27.06,Bandung,Ciroyom
2023-07-15 03:45:00,3AM,19.26,1017.87,87.08,17.09,26.35,29.98,Bandung,Ciroyom
2023-07-15 03:55:00,3AM,19.22,1017.87,87.18,19.08,29.57,34.68,Bandung,Ciroyom
2023-07-15 04:05:00,4AM,19.15,1017.89,87.39,21.38,33.5,39.98,Bandung,Ciroyom
2023-07-15 04:15:00,4AM,19.03,1017.93,87.73,24.03,37.9,45.31,Bandung,Ciroyom
2023-07-15 04:25:00,4AM,18.92,1017.95,88.08,26.53,42.16,50.28,Bandung,Ciroyom
2023-07-15 04:35:00,4AM,18.81,1017.98,88.42,28.61,45.67,54.49,Bandung,Ciroyom
2023-07-15 04:45:00,4AM,18.71,1018.02,88.73,29.49,47.22,56.3,Bandung,Ciroyom
2023-07-15 04:55:00,4AM,18.6,1018.07,89.01,29.5,47.15,56.24,Bandung,Ciroyom
2023-07-15 05:05:00,5AM,18.51,1018.11,89.31,29.24,46.56,55.75,Bandung,Ciroyom
2023-07-15 05:15:00,5AM,18.44,1018.14,89.65,28.2,44.79,54.38,Bandung,Ciroyom
2023-07-15 05:25:00,5AM,18.36,1018.19,90.0,27.42,43.28,53.26,Bandung,Ciroyom
2023-07-15 05:35:00,5AM,18.28,1018.23,90.35,27.3,42.91,52.98,Bandung,Ciroyom
2023-07-15 05:45:00,5AM,18.21,1018.26,90.71,27.44,43.05,53.09,Bandung,Ciroyom
2023-07-15 05:55:00,5AM,18.14,1018.28,91.07,27.78,43.66,53.64,Bandung,Ciroyom
2023-07-15 06:05:00,6AM,18.1,1018.32,91.28,28.44,44.8,54.45,Bandung,Ciroyom
2023-07-15 06:15:00,6AM,18.11,1018.38,91.31,29.77,46.94,55.98,Bandung,Ciroyom
2023-07-15 06:25:00,6AM,18.12,1018.46,91.33,30.89,48.78,57.29,Bandung,Ciroyom
2023-07-15 06:35:00,6AM,18.12,1018.57,91.26,32.25,50.96,58.64,Bandung,Ciroyom
2023-07-15 06:45:00,6AM,18.11,1018.7,91.08,33.95,53.64,60.47,Bandung,Ciroyom
2023-07-15 06:55:00,6AM,18.09,1018.84,90.87,35.15,55.71,61.78,Bandung,Ciroyom
2023-07-15 07:05:00,7AM,18.07,1018.98,90.68,35.45,56.33,62.27,Bandung,Ciroyom
2023-07-15 07:15:00,7AM,18.07,1019.11,90.5,34.47,54.8,61.32,Bandung,Ciroyom
2023-07-15 07:25:00,7AM,18.08,1019.24,90.34,33.52,53.5,60.55,Bandung,Ciroyom
2023-07-15 07:35:00,7AM,18.1,1019.35,90.26,32.4,51.94,59.6,Bandung,Ciroyom
2023-07-15 07:45:00,7AM,18.27,1019.44,89.7,31.83,51.1,58.84,Bandung,Ciroyom
2023-07-15 07:55:00,7AM,18.58,1019.52,88.54,31.24,50.06,58.15,Bandung,Ciroyom
2023-07-15 08:05:00,8AM,18.89,1019.61,87.33,30.57,48.84,57.27,Bandung,Ciroyom
2023-07-15 08:15:00,8AM,19.2,1019.69,86.09,30.41,48.6,57.04,Bandung,Ciroyom
2023-07-15 08:25:00,8AM,19.51,1019.76,84.83,30.08,47.84,56.38,Bandung,Ciroyom
2023-07-15 08:35:00,8AM,19.82,1019.8,83.57,29.27,46.28,55.17,Bandung,Ciroyom
2023-07-15 08:45:00,8AM,20.14,1019.83,82.21,27.12,42.79,52.15,Bandung,Ciroyom
2023-07-15 08:55:00,8AM,20.47,1019.86,80.81,25.39,39.88,49.2,Bandung,Ciroyom
2023-07-15 09:05:00,9AM,20.8,1019.88,79.42,24.14,37.8,46.67,Bandung,Ciroyom
2023-07-15 09:15:00,9AM,21.13,1019.88,78.06,23.27,36.3,44.66,Bandung,Ciroyom
2023-07-15 09:25:00,9AM,21.46,1019.86,76.69,21.76,33.96,41.32,Bandung,Ciroyom
2023-07-15 09:35:00,9AM,21.78,1019.85,75.31,20.28,31.62,38.0,Bandung,Ciroyom
2023-07-15 09:45:00,9AM,21.98,1019.83,74.62,19.07,29.58,35.15,Bandung,Ciroyom
2023-07-15 09:55:00,9AM,22.28,1019.78,73.42,17.71,27.53,32.06,Bandung,Ciroyom
2023-07-15 10:05:00,10AM,22.6,1019.71,72.28,16.54,25.61,29.18,Bandung,Ciroyom
2023-07-15 10:15:00,10AM,22.93,1019.63,71.08,15.17,23.54,26.07,Bandung,Ciroyom
2023-07-15 10:25:00,10AM,23.25,1019.54,69.9,14.24,22.16,24.05,Bandung,Ciroyom
2023-07-15 10:35:00,10AM,23.56,1019.42,68.69,13.5,21.05,22.59,Bandung,Ciroyom
2023-07-15 10:45:00,10AM,23.87,1019.29,67.5,13.12,20.55,21.82,Bandung,Ciroyom
2023-07-15 10:55:00,10AM,24.19,1019.16,66.47,12.75,19.97,21.19,Bandung,Ciroyom
2023-07-15 11:05:00,11AM,24.51,1019.01,65.38,12.21,19.2,20.36,Bandung,Ciroyom
2023-07-15 11:15:00,11AM,24.8,1018.85,64.37,12.33,19.33,20.58,Bandung,Ciroyom
2023-07-15 11:25:00,11AM,25.1,1018.68,63.39,12.99,20.33,21.88,Bandung,Ciroyom
2023-07-15 11:35:00,11AM,25.4,1018.5,62.39,13.49,21.0,22.55,Bandung,Ciroyom
2023-07-15 11:45:00,11AM,25.71,1018.32,61.38,14.0,21.75,23.49,Bandung,Ciroyom
2023-07-15 11:55:00,11AM,25.84,1018.14,61.04,14.73,22.86,24.87,Bandung,Ciroyom
2023-07-15 12:05:00,12PM,25.98,1017.95,60.72,15.35,23.68,25.78,Bandung,Ciroyom
2023-07-15 12:15:00,12PM,26.14,1017.79,60.37,15.35,23.7,25.78,Bandung,Ciroyom
2023-07-15 12:25:00,12PM,26.3,1017.65,60.0,15.06,23.24,25.12,Bandung,Ciroyom
2023-07-15 12:35:00,12PM,26.48,1017.51,59.64,14.77,22.83,24.58,Bandung,Ciroyom
2023-07-15 12:45:00,12PM,26.64,1017.38,59.31,14.77,22.79,24.58,Bandung,Ciroyom
2023-07-15 12:55:00,12PM,26.72,1017.27,59.31,14.78,22.77,24.54,Bandung,Ciroyom
2023-07-15 13:05:00,13PM,26.8,1017.16,59.28,15.15,23.5,25.51,Bandung,Ciroyom
2023-07-15 13:15:00,13PM,26.85,1017.02,59.26,15.52,24.04,26.2,Bandung,Ciroyom
2023-07-15 13:25:00,13PM,27.01,1016.89,58.65,16.87,26.13,29.33,Bandung,Ciroyom
2023-07-15 13:35:00,13PM,27.13,1016.74,58.19,18.72,29.14,33.74,Bandung,Ciroyom
2023-07-15 13:45:00,13PM,27.23,1016.59,57.83,20.26,31.7,37.51,Bandung,Ciroyom
2023-07-15 13:55:00,13PM,27.28,1016.44,57.46,21.87,34.38,41.52,Bandung,Ciroyom
2023-07-15 14:05:00,14PM,27.35,1016.29,57.16,23.4,36.79,45.14,Bandung,Ciroyom
2023-07-15 14:15:00,14PM,27.42,1016.17,56.88,24.75,39.03,48.61,Bandung,Ciroyom
2023-07-15 14:25:00,14PM,27.38,1016.05,57.44,25.12,39.67,49.56,Bandung,Ciroyom
2023-07-15 14:35:00,14PM,27.32,1015.95,57.81,24.93,39.3,49.06,Bandung,Ciroyom
2023-07-15 14:45:00,14PM,27.27,1015.86,58.07,24.62,38.81,48.39,Bandung,Ciroyom
2023-07-15 14:55:00,14PM,27.23,1015.8,58.35,24.24,38.2,47.47,Bandung,Ciroyom
2023-07-15 15:05:00,15PM,27.16,1015.74,58.64,23.92,37.72,46.81,Bandung,Ciroyom
2023-07-15 15:15:00,15PM,27.1,1015.69,58.92,23.81,37.51,46.44,Bandung,Ciroyom
2023-07-15 15:25:00,15PM,27.02,1015.65,58.93,23.61,37.16,45.98,Bandung,Ciroyom
2023-07-15 15:35:00,15PM,27.01,1015.63,58.97,23.22,36.54,45.07,Bandung,Ciroyom
2023-07-15 15:45:00,15PM,27.0,1015.63,58.97,23.14,36.34,44.66,Bandung,Ciroyom
2023-07-15 15:55:00,15PM,26.98,1015.62,58.97,22.84,35.75,43.83,Bandung,Ciroyom
2023-07-15 16:05:00,16PM,26.98,1015.61,58.92,22.63,35.33,43.17,Bandung,Ciroyom
2023-07-15 16:15:00,16PM,26.91,1015.64,58.84,22.41,34.98,42.58,Bandung,Ciroyom
2023-07-15 16:25:00,16PM,26.86,1015.68,58.83,22.26,34.76,42.15,Bandung,Ciroyom
2023-07-15 16:35:00,16PM,26.62,1015.74,59.65,22.64,35.33,42.95,Bandung,Ciroyom
2023-07-15 16:45:00,16PM,26.4,1015.8,60.49,22.53,35.2,42.83,Bandung,Ciroyom
2023-07-15 16:55:00,16PM,26.17,1015.88,61.31,22.74,35.64,43.41,Bandung,Ciroyom
2023-07-15 17:05:00,17PM,25.95,1015.96,62.18,23.11,36.3,44.34,Bandung,Ciroyom
2023-07-15 17:15:00,17PM,25.74,1016.05,63.0,23.36,36.66,44.92,Bandung,Ciroyom
2023-07-15 17:25:00,17PM,25.53,1016.14,63.83,23.84,37.4,46.02,Bandung,Ciroyom
2023-07-15 17:35:00,17PM,25.39,1016.21,64.49,24.18,37.93,46.83,Bandung,Ciroyom
2023-07-15 17:45:00,17PM,25.25,1016.31,65.17,24.76,38.97,48.27,Bandung,Ciroyom
2023-07-15 17:55:00,17PM,25.12,1016.41,65.86,25.4,40.03,49.74,Bandung,Ciroyom
2023-07-15 18:05:00,18PM,25.0,1016.52,66.54,26.18,41.63,51.41,Bandung,Ciroyom
2023-07-15 18:15:00,18PM,24.88,1016.63,67.18,26.86,43.18,52.99,Bandung,Ciroyom
2023-07-15 18:25:00,18PM,24.77,1016.76,67.78,27.32,44.29,54.12,Bandung,Ciroyom
2023-07-15 18:35:00,18PM,24.47,1016.9,69.32,27.73,45.51,55.17,Bandung,Ciroyom
2023-07-15 18:45:00,18PM,24.18,1017.03,70.86,28.25,46.87,56.16,Bandung,Ciroyom
2023-07-15 18:55:00,18PM,23.9,1017.17,72.38,28.58,47.84,56.93,Bandung,Ciroyom
