Minute,Hour,Clouds,Feels Like,Rain,Wind Direction,Wind Gust,Wind Speed,Region,Location
2023-07-01 00:00:00,0AM,58,20.0,0.0,143,1.51,1.07,North Jakarta,Ancol
2023-07-01 01:00:00,1AM,66,18.21,0.0,5,1.3,0.78,North Jakarta,Ancol
2023-07-01 02:00:00,2AM,61,18.55,0.0,21,1.08,0.53,North Jakarta,Ancol
2023-07-01 03:00:00,3AM,65,19.08,0.0,41,1.17,0.46,North Jakarta,Ancol
2023-07-01 04:00:00,4AM,70,19.32,0.0,67,1.19,0.45,North Jakarta,Ancol
2023-07-01 05:00:00,5AM,74,19.29,0.0,86,1.4,0.66,North Jakarta,Ancol
2023-07-01 06:00:00,6AM,74,19.91,0.0,87,2.1,0.71,North Jakarta,Ancol
2023-07-01 07:00:00,7AM,88,20.22,0.0,77,2.07,0.78,North Jakarta,Ancol
2023-07-01 08:00:00,8AM,89,21.32,0.0,96,2.86,1.16,North Jakarta,Ancol
2023-07-01 09:00:00,9AM,83,22.94,0.0,112,3.58,1.94,North Jakarta,Ancol
2023-07-01 10:00:00,10AM,82,23.77,0.0,117,3.59,2.52,North Jakarta,Ancol
2023-07-01 11:00:00,11AM,82,23.85,0.0,121,3.72,2.9,North Jakarta,Ancol
2023-07-01 12:00:00,12PM,83,23.43,0.0,122,3.68,2.84,North Jakarta,Ancol
2023-07-01 13:00:00,13PM,83,22.95,0.0,121,3.96,2.82,North Jakarta,Ancol
2023-07-01 14:00:00,14PM,87,22.2,0.0,119,4.46,2.76,North Jakarta,Ancol
2023-07-01 15:00:00,15PM,90,21.26,0.0,119,4.81,2.48,North Jakarta,Ancol
2023-07-01 16:00:00,16PM,93,20.49,0.0,112,4.78,2.07,North Jakarta,Ancol
2023-07-01 17:00:00,17PM,94,19.97,0.0,108,4.67,1.74,North Jakarta,Ancol
2023-07-01 18:00:00,18PM,92,19.7,0.0,101,4.33,1.46,North Jakarta,Ancol
2023-07-01 19:00:00,19PM,96,19.57,0.0,80,3.04,1.11,North Jakarta,Ancol
2023-07-01 20:00:00,20PM,88,19.55,0.0,70,2.47,1.13,North Jakarta,Ancol
2023-07-01 21:00:00,21PM,87,19.49,0.0,63,2.32,1.18,North Jakarta,Ancol
2023-07-01 22:00:00,22PM,84,19.22,0.0,64,1.72,1.11,North Jakarta,Ancol
2023-07-01 23:00:00,23PM,81,18.96,0.0,66,1.47,0.84,North Jakarta,Ancol
2023-07-02 00:00:00,0AM,81,19.1,0.0,88,1.24,0.75,North Jakarta,Ancol
2023-07-02 01:00:00,1AM,93,19.24,0.0,97,1.22,0.63,North Jakarta,Ancol
2023-07-02 02:00:00,2AM,97,19.29,0.0,120,1.49,0.63,North Jakarta,Ancol
2023-07-02 03:00:00,3AM,97,19.28,0.0,128,1.88,0.67,North Jakarta,Ancol
2023-07-02 04:00:00,4AM,98,19.35,0.0,122,2.92,0.79,North Jakarta,Ancol
2023-07-02 05:00:00,5AM,97,19.32,0.0,126,2.78,1.07,North Jakarta,Ancol
2023-07-02 06:00:00,6AM,89,21.15,0.0,147,2.5,1.57,North Jakarta,Ancol
2023-07-02 07:00:00,7AM,59,20.53,0.0,119,3.17,1.62,North Jakarta,Ancol
2023-07-02 08:00:00,8AM,63,21.36,0.0,121,3.07,1.84,North Jakarta,Ancol
2023-07-02 09:00:00,9AM,68,22.05,0.0,122,2.94,2.06,North Jakarta,Ancol
2023-07-02 10:00:00,10AM,72,22.6,0.0,126,3.01,2.39,North Jakarta,Ancol
2023-07-02 11:00:00,11AM,76,22.54,0.0,128,3.05,2.6,North Jakarta,Ancol
2023-07-02 12:00:00,12PM,78,22.47,0.0,132,3.1,2.69,North Jakarta,Ancol
2023-07-02 13:00:00,13PM,96,22.34,0.0,134,3.24,2.74,North Jakarta,Ancol
2023-07-02 14:00:00,14PM,94,21.62,0.0,130,3.58,2.6,North Jakarta,Ancol
2023-07-02 15:00:00,15PM,94,20.91,0.0,126,3.87,2.34,North Jakarta,Ancol
2023-07-02 16:00:00,16PM,95,20.28,0.0,121,3.73,1.91,North Jakarta,Ancol
2023-07-02 17:00:00,17PM,95,19.68,0.0,116,3.41,1.56,North Jakarta,Ancol
2023-07-02 18:00:00,18PM,96,19.55,0.0,117,3.67,1.39,North Jakarta,Ancol
2023-07-02 19:00:00,19PM,100,19.1,0.0,103,3.39,1.35,North Jakarta,Ancol
2023-07-02 20:00:00,20PM,100,18.98,0.0,95,2.65,1.17,North Jakarta,Ancol
2023-07-02 21:00:00,21PM,100,19.0,0.0,95,1.95,1.07,North Jakarta,Ancol
2023-07-02 22:00:00,22PM,100,18.92,0.0,101,1.98,1.06,North Jakarta,Ancol
2023-07-02 23:00:00,23PM,100,18.8,0.0,96,1.7,0.89,North Jakarta,Ancol
2023-07-03 00:00:00,0AM,99,18.73,0.0,87,1.5,0.85,North Jakarta,Ancol
2023-07-03 01:00:00,1AM,99,18.4,0.0,83,1.27,0.6,North Jakarta,Ancol
2023-07-03 02:00:00,2AM,99,18.53,0.0,102,1.31,0.61,North Jakarta,Ancol
2023-07-03 03:00:00,3AM,97,18.59,0.0,120,1.52,0.83,North Jakarta,Ancol
2023-07-03 04:00:00,4AM,97,18.56,0.0,117,2.42,1.1,North Jakarta,Ancol
2023-07-03 05:00:00,5AM,95,18.57,0.0,110,2.21,1.02,North Jakarta,Ancol
2023-07-03 06:00:00,6AM,91,19.15,0.0,107,2.5,1.06,North Jakarta,Ancol
2023-07-03 07:00:00,7AM,99,19.57,0.0,105,2.55,1.23,North Jakarta,Ancol
2023-07-03 08:00:00,8AM,93,20.25,0.0,106,2.75,1.63,North Jakarta,Ancol
2023-07-03 09:00:00,9AM,88,21.16,0.0,101,2.72,1.71,North Jakarta,Ancol
2023-07-03 10:00:00,10AM,83,23.06,0.0,113,2.28,2.05,North Jakarta,Ancol
2023-07-03 11:00:00,11AM,84,23.71,0.0,125,2.3,2.35,North Jakarta,Ancol
2023-07-03 12:00:00,12PM,84,23.26,0.0,132,2.63,2.62,North Jakarta,Ancol
2023-07-03 13:00:00,13PM,94,22.28,0.0,144,2.94,2.61,North Jakarta,Ancol
2023-07-03 14:00:00,14PM,94,21.63,0.0,142,2.92,2.55,North Jakarta,Ancol
2023-07-03 15:00:00,15PM,95,20.95,0.0,136,2.79,2.29,North Jakarta,Ancol
2023-07-03 16:00:00,16PM,96,20.11,0.0,138,3.44,1.93,North Jakarta,Ancol
2023-07-03 17:00:00,17PM,96,19.47,0.0,138,3.73,1.67,North Jakarta,Ancol
2023-07-03 18:00:00,18PM,96,19.2,0.0,133,3.57,1.48,North Jakarta,Ancol
2023-07-03 19:00:00,19PM,96,18.87,0.0,113,2.95,1.27,North Jakarta,Ancol
2023-07-03 20:00:00,20PM,96,18.77,0.0,104,2.71,1.11,North Jakarta,Ancol
2023-07-03 21:00:00,21PM,97,18.59,0.0,93,2.16,0.95,North Jakarta,Ancol
2023-07-03 22:00:00,22PM,97,18.55,0.0,87,1.61,0.79,North Jakarta,Ancol
2023-07-03 23:00:00,23PM,97,18.41,0.0,82,1.54,0.84,North Jakarta,Ancol
2023-07-04 00:00:00,0AM,97,18.28,0.0,81,1.37,0.76,North Jakarta,Ancol
2023-07-04 01:00:00,1AM,90,18.11,0.0,81,1.17,0.65,North Jakarta,Ancol
2023-07-04 02:00:00,2AM,90,17.92,0.0,77,1.28,0.7,North Jakarta,Ancol
2023-07-04 03:00:00,3AM,90,17.87,0.0,88,1.02,0.56,North Jakarta,Ancol
2023-07-04 04:00:00,4AM,91,17.9,0.0,111,1.2,0.67,North Jakarta,Ancol
2023-07-04 05:00:00,5AM,91,17.89,0.0,103,1.31,0.77,North Jakarta,Ancol
2023-07-04 06:00:00,6AM,85,18.34,0.0,100,1.51,0.65,North Jakarta,Ancol
2023-07-04 07:00:00,7AM,85,19.42,0.0,112,1.69,1.02,North Jakarta,Ancol
2023-07-04 08:00:00,8AM,86,20.36,0.0,123,1.66,1.37,North Jakarta,Ancol
2023-07-04 09:00:00,9AM,86,21.18,0.0,124,1.69,1.58,North Jakarta,Ancol
2023-07-04 10:00:00,10AM,87,21.5,0.0,130,1.81,1.92,North Jakarta,Ancol
2023-07-04 11:00:00,11AM,88,21.54,0.0,132,2.03,2.1,North Jakarta,Ancol
2023-07-04 12:00:00,12PM,88,21.85,0.0,129,2.25,2.3,North Jakarta,Ancol
2023-07-04 13:00:00,13PM,99,21.21,0.0,133,2.55,2.23,North Jakarta,Ancol
2023-07-04 14:00:00,14PM,99,20.7,0.0,140,2.64,2.23,North Jakarta,Ancol
2023-07-04 15:00:00,15PM,100,20.01,0.0,141,3.12,1.97,North Jakarta,Ancol
2023-07-04 16:00:00,16PM,100,19.32,0.0,141,3.27,1.57,North Jakarta,Ancol
2023-07-04 17:00:00,17PM,100,18.9,0.0,134,2.79,1.14,North Jakarta,Ancol
2023-07-04 18:00:00,18PM,100,18.86,0.0,99,1.91,1.01,North Jakarta,Ancol
2023-07-04 19:00:00,19PM,100,18.86,0.0,91,1.65,0.85,North Jakarta,Ancol
2023-07-04 20:00:00,20PM,99,18.7,0.0,86,1.49,0.74,North Jakarta,Ancol
2023-07-04 21:00:00,21PM,98,18.62,0.0,69,1.55,0.79,North Jakarta,Ancol
2023-07-04 22:00:00,22PM,97,18.47,0.0,58,1.31,0.75,North Jakarta,Ancol
2023-07-04 23:00:00,23PM,95,18.52,0.0,53,1.26,0.77,North Jakarta,Ancol
2023-07-05 00:00:00,0AM,95,21.06,0.0,42,0.7,0.39,North Jakarta,Ancol
2023-07-05 01:00:00,1AM,95,18.97,0.0,69,1.02,0.58,North Jakarta,Ancol
2023-07-05 02:00:00,2AM,92,18.95,0.0,73,1.24,0.83,North Jakarta,Ancol
2023-07-05 03:00:00,3AM,92,19.01,0.0,81,1.13,0.83,North Jakarta,Ancol
2023-07-05 04:00:00,4AM,92,18.97,0.0,99,1.29,0.88,North Jakarta,Ancol
2023-07-05 05:00:00,5AM,91,18.9,0.0,87,1.75,1.09,North Jakarta,Ancol
2023-07-05 06:00:00,6AM,90,19.43,0.0,87,2.0,1.0,North Jakarta,Ancol
2023-07-05 07:00:00,7AM,73,20.63,0.0,108,2.3,1.37,North Jakarta,Ancol
2023-07-05 08:00:00,8AM,66,21.85,0.0,109,2.33,1.64,North Jakarta,Ancol
2023-07-05 09:00:00,9AM,65,23.15,0.0,115,2.2,1.89,North Jakarta,Ancol
2023-07-05 10:00:00,10AM,65,24.2,0.0,121,2.21,2.21,North Jakarta,Ancol
2023-07-05 11:00:00,11AM,67,24.47,0.0,127,2.49,2.62,North Jakarta,Ancol
2023-07-05 12:00:00,12PM,33,26.22,0.0,109,1.71,1.37,North Jakarta,Ancol
2023-07-05 13:00:00,13PM,94,22.73,0.0,132,3.33,2.8,North Jakarta,Ancol
2023-07-05 14:00:00,14PM,93,22.36,0.0,130,3.84,2.81,North Jakarta,Ancol
2023-07-05 15:00:00,15PM,95,21.67,0.0,123,4.0,2.46,North Jakarta,Ancol
2023-07-05 16:00:00,16PM,95,20.89,0.0,121,3.5,1.86,North Jakarta,Ancol
2023-07-05 17:00:00,17PM,94,20.22,0.0,110,2.92,1.4,North Jakarta,Ancol
2023-07-05 18:00:00,18PM,92,19.97,0.0,100,2.55,1.15,North Jakarta,Ancol
2023-07-05 19:00:00,19PM,100,19.76,0.0,84,1.89,1.01,North Jakarta,Ancol
2023-07-05 20:00:00,20PM,100,19.87,0.0,73,1.78,1.01,North Jakarta,Ancol
2023-07-05 21:00:00,21PM,100,19.7,0.0,66,1.49,0.97,North Jakarta,Ancol
2023-07-05 22:00:00,22PM,98,19.66,0.0,62,1.48,1.0,North Jakarta,Ancol
2023-07-05 23:00:00,23PM,98,19.92,0.0,69,1.63,1.06,North Jakarta,Ancol
2023-07-06 00:00:00,0AM,96,20.86,0.0,107,1.12,0.89,North Jakarta,Ancol
2023-07-06 01:00:00,1AM,97,19.85,0.0,66,1.47,0.98,North Jakarta,Ancol
2023-07-06 02:00:00,2AM,97,19.66,0.0,69,1.29,0.99,North Jakarta,Ancol
2023-07-06 03:00:00,3AM,98,19.76,0.0,62,1.39,0.91,North Jakarta,Ancol
2023-07-06 04:00:00,4AM,95,19.57,0.0,52,1.14,0.86,North Jakarta,Ancol
2023-07-06 05:00:00,5AM,92,19.52,0.0,45,1.02,0.8,North Jakarta,Ancol
2023-07-06 06:00:00,6AM,80,21.72,0.0,121,0.9,0.69,North Jakarta,Ancol
2023-07-06 07:00:00,7AM,81,21.37,0.0,92,1.84,1.12,North Jakarta,Ancol
2023-07-06 08:00:00,8AM,81,22.29,0.0,103,2.66,1.64,North Jakarta,Ancol
2023-07-06 09:00:00,9AM,73,23.5,0.0,116,2.8,2.03,North Jakarta,Ancol
2023-07-06 10:00:00,10AM,70,23.53,0.0,128,2.96,2.48,North Jakarta,Ancol
2023-07-06 11:00:00,11AM,70,23.36,0.0,133,3.16,2.48,North Jakarta,Ancol
2023-07-06 12:00:00,12PM,77,25.53,0.0,137,1.7,1.92,North Jakarta,Ancol
2023-07-06 13:00:00,13PM,88,22.44,0.0,132,3.21,2.37,North Jakarta,Ancol
2023-07-06 14:00:00,14PM,87,21.99,0.0,132,3.47,2.25,North Jakarta,Ancol
2023-07-06 15:00:00,15PM,88,21.3,0.0,129,3.47,2.03,North Jakarta,Ancol
2023-07-06 16:00:00,16PM,89,20.48,0.0,121,3.34,1.6,North Jakarta,Ancol
2023-07-06 17:00:00,17PM,89,19.89,0.0,111,2.56,1.24,North Jakarta,Ancol
2023-07-06 18:00:00,18PM,72,21.44,0.0,137,3.12,1.8,North Jakarta,Ancol
2023-07-06 19:00:00,19PM,70,19.55,0.0,95,2.07,0.88,North Jakarta,Ancol
2023-07-06 20:00:00,20PM,72,19.48,0.0,79,1.74,0.8,North Jakarta,Ancol
2023-07-06 21:00:00,21PM,74,19.56,0.0,84,1.56,0.77,North Jakarta,Ancol
2023-07-06 22:00:00,22PM,79,19.61,0.0,106,1.59,0.65,North Jakarta,Ancol
2023-07-06 23:00:00,23PM,82,19.54,0.0,117,1.53,0.67,North Jakarta,Ancol
2023-07-07 00:00:00,0AM,84,19.53,0.21,123,2.1,0.55,North Jakarta,Ancol
2023-07-07 01:00:00,1AM,100,19.46,0.0,145,2.58,0.43,North Jakarta,Ancol
2023-07-07 02:00:00,2AM,89,21.33,0.0,139,3.21,1.8,North Jakarta,Ancol
2023-07-07 03:00:00,3AM,100,19.61,0.2,133,5.04,0.96,North Jakarta,Ancol
2023-07-07 04:00:00,4AM,100,19.67,0.0,110,3.89,0.9,North Jakarta,Ancol
2023-07-07 05:00:00,5AM,100,19.65,0.0,99,2.74,0.96,North Jakarta,Ancol
2023-07-07 06:00:00,6AM,98,21.56,0.0,134,3.52,1.78,North Jakarta,Ancol
2023-07-07 07:00:00,7AM,99,20.38,0.0,96,2.48,1.09,North Jakarta,Ancol
2023-07-07 08:00:00,8AM,99,20.8,0.0,98,2.39,1.16,North Jakarta,Ancol
2023-07-07 09:00:00,9AM,99,21.63,0.0,114,3.23,1.6,North Jakarta,Ancol
2023-07-07 10:00:00,10AM,99,21.81,0.0,127,3.58,1.85,North Jakarta,Ancol
2023-07-07 11:00:00,11AM,99,21.08,0.0,132,3.27,1.63,North Jakarta,Ancol
2023-07-07 12:00:00,12PM,99,20.79,0.0,125,2.62,1.03,North Jakarta,Ancol
2023-07-07 13:00:00,13PM,100,20.99,0.0,134,3.56,1.94,North Jakarta,Ancol
2023-07-07 14:00:00,14PM,99,20.72,0.0,123,3.35,1.69,North Jakarta,Ancol
2023-07-07 15:00:00,15PM,100,20.31,0.0,117,2.87,1.48,North Jakarta,Ancol
2023-07-07 16:00:00,16PM,100,20.17,0.0,109,2.33,1.21,North Jakarta,Ancol
2023-07-07 17:00:00,17PM,98,19.73,0.0,97,1.76,0.95,North Jakarta,Ancol
2023-07-07 18:00:00,18PM,98,19.79,0.0,78,1.56,0.84,North Jakarta,Ancol
2023-07-07 19:00:00,19PM,100,19.68,0.0,71,1.49,0.93,North Jakarta,Ancol
2023-07-07 20:00:00,20PM,100,19.79,0.0,70,1.15,0.7,North Jakarta,Ancol
2023-07-07 21:00:00,21PM,100,19.66,0.0,68,0.87,0.45,North Jakarta,Ancol
2023-07-07 22:00:00,22PM,100,19.66,0.0,100,0.77,0.13,North Jakarta,Ancol
2023-07-07 23:00:00,23PM,100,19.5,0.13,269,0.85,0.38,North Jakarta,Ancol
2023-07-08 00:00:00,0AM,100,19.51,0.49,257,1.1,0.44,North Jakarta,Ancol
2023-07-08 01:00:00,1AM,100,19.59,0.0,51,1.23,0.53,North Jakarta,Ancol
2023-07-08 02:00:00,2AM,100,19.66,0.0,58,1.04,0.49,North Jakarta,Ancol
2023-07-08 03:00:00,3AM,100,19.51,0.0,82,1.03,0.56,North Jakarta,Ancol
2023-07-08 04:00:00,4AM,100,19.53,0.0,107,1.41,0.77,North Jakarta,Ancol
2023-07-08 05:00:00,5AM,100,19.55,0.0,110,2.44,1.03,North Jakarta,Ancol
2023-07-08 06:00:00,6AM,100,19.73,0.0,102,3.39,1.11,North Jakarta,Ancol
2023-07-08 07:00:00,7AM,100,19.8,0.0,84,1.56,0.87,North Jakarta,Ancol
2023-07-08 08:00:00,8AM,100,19.97,0.0,95,1.83,0.84,North Jakarta,Ancol
2023-07-08 09:00:00,9AM,100,20.1,0.0,114,3.17,1.02,North Jakarta,Ancol
2023-07-08 10:00:00,10AM,100,20.21,0.0,117,3.5,1.18,North Jakarta,Ancol
2023-07-08 11:00:00,11AM,100,20.34,0.0,112,2.9,1.15,North Jakarta,Ancol
2023-07-08 12:00:00,12PM,100,20.5,0.0,113,1.7,0.98,North Jakarta,Ancol
2023-07-08 13:00:00,13PM,95,21.7,0.0,123,2.29,1.55,North Jakarta,Ancol
2023-07-08 14:00:00,14PM,97,21.19,0.0,125,3.01,1.87,North Jakarta,Ancol
2023-07-08 15:00:00,15PM,98,20.46,0.0,123,3.0,1.51,North Jakarta,Ancol
2023-07-08 16:00:00,16PM,98,20.07,0.0,130,3.73,1.19,North Jakarta,Ancol
2023-07-08 17:00:00,17PM,99,19.93,0.0,131,3.5,0.97,North Jakarta,Ancol
2023-07-08 18:00:00,18PM,99,20.09,0.0,118,3.04,0.97,North Jakarta,Ancol
2023-07-08 19:00:00,19PM,100,20.13,0.0,109,2.98,1.02,North Jakarta,Ancol
2023-07-08 20:00:00,20PM,100,20.11,0.0,101,2.93,1.05,North Jakarta,Ancol
2023-07-08 21:00:00,21PM,100,20.19,0.0,102,1.79,0.88,North Jakarta,Ancol
2023-07-08 22:00:00,22PM,100,20.12,0.0,92,1.29,0.62,North Jakarta,Ancol
2023-07-08 23:00:00,23PM,100,20.09,0.0,89,1.5,0.63,North Jakarta,Ancol
2023-07-09 00:00:00,0AM,100,20.19,0.0,97,1.34,0.77,North Jakarta,Ancol
2023-07-09 01:00:00,1AM,100,19.99,0.0,103,1.3,0.72,North Jakarta,Ancol
2023-07-09 02:00:00,2AM,100,19.87,0.0,85,1.26,0.69,North Jakarta,Ancol
2023-07-09 03:00:00,3AM,99,19.66,0.0,47,1.11,0.66,North Jakarta,Ancol
2023-07-09 04:00:00,4AM,99,19.46,0.0,22,1.02,0.72,North Jakarta,Ancol
2023-07-09 05:00:00,5AM,97,19.21,0.0,35,0.94,0.46,North Jakarta,Ancol
2023-07-09 06:00:00,6AM,93,19.87,0.0,74,0.92,0.42,North Jakarta,Ancol
2023-07-09 07:00:00,7AM,88,20.5,0.0,107,1.64,0.94,North Jakarta,Ancol
2023-07-09 08:00:00,8AM,89,21.16,0.0,109,2.77,1.26,North Jakarta,Ancol
2023-07-09 09:00:00,9AM,86,22.19,0.0,113,3.28,1.8,North Jakarta,Ancol
2023-07-09 10:00:00,10AM,85,22.82,0.0,114,3.58,2.15,North Jakarta,Ancol
2023-07-09 11:00:00,11AM,85,22.78,0.0,108,3.51,2.2,North Jakarta,Ancol
2023-07-09 12:00:00,12PM,86,22.88,0.0,107,3.6,2.17,North Jakarta,Ancol
2023-07-09 13:00:00,13PM,81,23.53,0.0,111,3.11,2.43,North Jakarta,Ancol
2023-07-09 14:00:00,14PM,80,23.07,0.0,112,3.1,2.43,North Jakarta,Ancol
2023-07-09 15:00:00,15PM,85,22.29,0.0,113,3.44,2.27,North Jakarta,Ancol
2023-07-09 16:00:00,16PM,86,21.42,0.0,112,3.57,1.79,North Jakarta,Ancol
2023-07-09 17:00:00,17PM,88,20.66,0.0,107,3.07,1.48,North Jakarta,Ancol
2023-07-09 18:00:00,18PM,88,20.38,0.0,103,3.08,1.29,North Jakarta,Ancol
2023-07-09 19:00:00,19PM,93,20.47,0.0,92,3.19,1.37,North Jakarta,Ancol
2023-07-09 20:00:00,20PM,94,20.39,0.0,86,2.76,1.35,North Jakarta,Ancol
2023-07-09 21:00:00,21PM,94,20.38,0.0,77,2.1,1.22,North Jakarta,Ancol
2023-07-09 22:00:00,22PM,95,20.32,0.0,67,1.71,1.12,North Jakarta,Ancol
2023-07-09 23:00:00,23PM,95,20.14,0.0,63,1.43,1.06,North Jakarta,Ancol
2023-07-10 00:00:00,0AM,85,20.86,0.0,32,1.21,1.07,North Jakarta,Ancol
2023-07-10 01:00:00,1AM,86,19.3,0.0,21,1.2,1.04,North Jakarta,Ancol
2023-07-10 02:00:00,2AM,79,19.35,0.0,346,1.19,0.86,North Jakarta,Ancol
2023-07-10 03:00:00,3AM,72,19.24,0.0,14,0.96,0.83,North Jakarta,Ancol
2023-07-10 04:00:00,4AM,67,18.82,0.0,21,0.95,0.79,North Jakarta,Ancol
2023-07-10 05:00:00,5AM,71,18.8,0.0,28,1.08,0.99,North Jakarta,Ancol
2023-07-10 06:00:00,6AM,66,19.8,0.0,19,1.33,0.86,North Jakarta,Ancol
2023-07-10 07:00:00,7AM,71,21.4,0.0,57,1.38,0.79,North Jakarta,Ancol
2023-07-10 08:00:00,8AM,57,23.25,0.0,111,1.48,1.2,North Jakarta,Ancol
2023-07-10 09:00:00,9AM,48,24.73,0.0,126,1.89,1.78,North Jakarta,Ancol
2023-07-10 10:00:00,10AM,46,25.74,0.0,129,2.28,2.07,North Jakarta,Ancol
2023-07-10 11:00:00,11AM,45,26.09,0.0,124,2.9,2.26,North Jakarta,Ancol
2023-07-10 12:00:00,12PM,48,27.72,0.0,118,3.37,2.49,North Jakarta,Ancol
2023-07-10 13:00:00,13PM,59,27.77,0.0,118,3.23,3.03,North Jakarta,Ancol
2023-07-10 14:00:00,14PM,72,26.05,0.0,125,3.31,2.98,North Jakarta,Ancol
2023-07-10 15:00:00,15PM,70,24.49,0.0,129,3.67,2.68,North Jakarta,Ancol
2023-07-10 16:00:00,16PM,70,22.86,0.0,130,3.79,2.29,North Jakarta,Ancol
2023-07-10 17:00:00,17PM,67,21.16,0.0,124,3.05,1.55,North Jakarta,Ancol
2023-07-10 18:00:00,18PM,93,21.76,0.0,63,0.91,0.7,North Jakarta,Ancol
2023-07-10 19:00:00,19PM,100,20.68,0.0,112,2.4,1.42,North Jakarta,Ancol
2023-07-10 20:00:00,20PM,100,20.51,0.0,110,2.64,1.46,North Jakarta,Ancol
2023-07-10 21:00:00,21PM,100,20.5,0.0,106,3.09,1.58,North Jakarta,Ancol
2023-07-10 22:00:00,22PM,100,20.4,0.0,105,2.98,1.43,North Jakarta,Ancol
2023-07-10 23:00:00,23PM,100,20.35,0.0,98,3.0,1.42,North Jakarta,Ancol
2023-07-11 00:00:00,0AM,100,20.41,0.0,75,0.83,0.6,North Jakarta,Ancol
2023-07-11 01:00:00,1AM,100,20.0,0.0,93,2.49,1.26,North Jakarta,Ancol
2023-07-11 02:00:00,2AM,100,19.79,0.0,86,2.59,1.37,North Jakarta,Ancol
2023-07-11 03:00:00,3AM,100,19.44,0.0,84,2.63,1.3,North Jakarta,Ancol
2023-07-11 04:00:00,4AM,100,19.24,0.0,83,2.5,1.18,North Jakarta,Ancol
2023-07-11 05:00:00,5AM,99,19.34,0.0,85,2.68,1.28,North Jakarta,Ancol
2023-07-11 06:00:00,6AM,94,20.72,0.0,122,1.62,1.01,North Jakarta,Ancol
2023-07-11 07:00:00,7AM,100,20.87,0.0,92,3.44,1.69,North Jakarta,Ancol
2023-07-11 08:00:00,8AM,100,22.14,0.0,98,3.54,1.97,North Jakarta,Ancol
2023-07-11 09:00:00,9AM,100,23.33,0.0,101,3.64,2.51,North Jakarta,Ancol
2023-07-11 10:00:00,10AM,100,23.62,0.0,103,3.78,2.78,North Jakarta,Ancol
2023-07-11 11:00:00,11AM,100,23.51,0.0,100,3.74,2.82,North Jakarta,Ancol
2023-07-11 12:00:00,12PM,99,29.3,0.0,84,1.71,1.58,North Jakarta,Ancol
2023-07-11 13:00:00,13PM,63,24.61,0.0,103,3.41,3.15,North Jakarta,Ancol
2023-07-11 14:00:00,14PM,81,23.79,0.0,106,3.4,3.09,North Jakarta,Ancol
2023-07-11 15:00:00,15PM,87,22.99,0.0,105,3.17,2.8,North Jakarta,Ancol
2023-07-11 16:00:00,16PM,86,21.71,0.0,113,3.55,2.42,North Jakarta,Ancol
2023-07-11 17:00:00,17PM,82,19.95,0.0,116,3.34,1.74,North Jakarta,Ancol
2023-07-11 18:00:00,18PM,77,19.15,0.0,116,3.03,1.36,North Jakarta,Ancol
2023-07-11 19:00:00,19PM,62,18.7,0.0,95,2.68,1.21,North Jakarta,Ancol
2023-07-11 20:00:00,20PM,78,18.91,0.0,87,3.66,1.19,North Jakarta,Ancol
2023-07-11 21:00:00,21PM,83,18.87,0.0,78,3.83,1.43,North Jakarta,Ancol
2023-07-11 22:00:00,22PM,87,18.89,0.0,66,3.3,1.29,North Jakarta,Ancol
2023-07-11 23:00:00,23PM,85,18.7,0.0,66,2.44,1.24,North Jakarta,Ancol
2023-07-12 00:00:00,0AM,86,18.74,0.0,80,2.74,1.24,North Jakarta,Ancol
2023-07-12 01:00:00,1AM,74,18.19,0.0,85,3.37,1.43,North Jakarta,Ancol
2023-07-12 02:00:00,2AM,85,18.0,0.0,83,3.59,1.5,North Jakarta,Ancol
2023-07-12 03:00:00,3AM,79,18.06,0.0,69,3.58,1.42,North Jakarta,Ancol
2023-07-12 04:00:00,4AM,74,17.88,0.0,68,2.33,1.21,North Jakarta,Ancol
2023-07-12 05:00:00,5AM,70,17.75,0.0,59,2.27,1.09,North Jakarta,Ancol
2023-07-12 06:00:00,6AM,71,18.76,0.0,83,4.05,1.37,North Jakarta,Ancol
2023-07-12 07:00:00,7AM,95,19.87,0.0,90,5.02,2.21,North Jakarta,Ancol
2023-07-12 08:00:00,8AM,97,20.87,0.0,86,4.6,2.48,North Jakarta,Ancol
2023-07-12 09:00:00,9AM,95,22.48,0.0,86,4.2,2.72,North Jakarta,Ancol
2023-07-12 10:00:00,10AM,96,23.84,0.0,95,3.85,2.8,North Jakarta,Ancol
2023-07-12 11:00:00,11AM,84,24.9,0.0,102,3.78,2.99,North Jakarta,Ancol
2023-07-12 12:00:00,12PM,71,25.22,0.0,111,3.72,3.34,North Jakarta,Ancol
2023-07-12 13:00:00,13PM,28,24.46,0.0,109,4.06,3.53,North Jakarta,Ancol
2023-07-12 14:00:00,14PM,41,23.81,0.0,109,3.86,3.43,North Jakarta,Ancol
2023-07-12 15:00:00,15PM,38,22.74,0.0,112,3.79,3.28,North Jakarta,Ancol
2023-07-12 16:00:00,16PM,33,20.78,0.0,111,4.67,2.83,North Jakarta,Ancol
2023-07-12 17:00:00,17PM,38,18.12,0.0,111,4.65,1.99,North Jakarta,Ancol
2023-07-12 18:00:00,18PM,43,17.28,0.0,81,2.66,1.25,North Jakarta,Ancol
2023-07-12 19:00:00,19PM,99,17.32,0.0,43,2.04,0.89,North Jakarta,Ancol
